First Name,Last Name,Email Address,Salt,Date of Birth,Contact Number,Address
Jéssica,Grant,Jssica.Grant@kkhairemporium.com,10ce4382e8d37a5c,1978/10/11,869-4155-9,"Coral Ridge #276, Micoud, 5079, St. Lucia"
Rashida,Hernández-Greenidge,Rashida.Hernndez-Greenidge@kkhairemporium.com,ab710d5535495edf,1997/07/09,+ 4115848  ,"Independence Ave #162, Micoud, 2103, St. Lucia"
Shanice,Johnson,SHANICE.JOHNSON@KANDK-HAIR.CO,7fa7dbc1eb5b8594,2005/01/05,+ 644547523112  ,"Hibiscus Lane #258, St. Thomas Lowland, KN0503, St. Kitts & Nevis"
Tyrone,Lewis,TYRONE.LEWIS-182@kandk-hair.co,bf1ad4044bf0012c,1985/09/12,+1 (869) 28954001788,"Palm Grove #236, St. Peter Basseterre, KN0302, St. Kitts & Nevis"
Tyrone,Best-Ramdeen,Tyrone.Best-Ramdeen@kkhairemporium.com,32a5d21b7e14611e,1993/08/05,(948) 54329876,"Seaview Terrace #8, St. Michael, BB23026, Barbados"
Keisha,Morris-Joseph,Keisha.Morris-Joseph@mail.kkhair.net,b700cfec5aa065b0,1974/01/24,902-9233,"Queen's Road #131, San Fernando, 61270, Trinidad & Tobago"
Devon,Morris,Devon.Morris_6@mail.kkhair.net,aeaea525d95c177d,1971/01/28,+1 (246) 77092071,"Bay Street #73, St. Thomas, BB23026, Barbados"
Shanice,Browne,SHANICE.BROWNE@kandk-hair.co,aef53c11a7f62c4f,2000/09/02,(002) 8394,"Bay Street #160, St. George Basseterre, KN0302, St. Kitts & Nevis"
Kofi,Charles,Kofi.Charles@kkhairemporium.com,08782cc54263df01,2004/12/26,+ 621986550494  ,"Cedar Park #214, St. Peter, 61544, Barbados"
Kirsten,Alleyne,Kirsten.Alleyne_582@mail.kkhair.net,aa8431f3d4792c87,1985/05/25,+1 (868) 83334303,"Bay Street #69, Couva-Tabaquite-Talparo, 00000, Trinidad & Tobago"
Tia,Clarke,Tia.Clarke@mail.kkhair.net,f8ccc2d68425a9b0,1955/09/17,+ 59664721  ,"Bay Street #157, Arima, 00000, Trinidad & Tobago"
Tyrone,Campbell,TYRONE.CAMPBELL@mail.kkhair.net,9a961ed7e73003fb,1967/09/30,235-4268-7,"Sunset Blvd #189, Dennery, 9994, St. Lucia"
Jermaine,Ramdeen,Jermaine.Ramdeen@kandk-hair.co,7f61c8d5ee23b4c7,1959/06/12,+ 27636431594  ,"Coral Ridge #239, St. George Basseterre, KN0503, St. Kitts & Nevis"
Kirsten De la,Cruz,Kirsten.Cruz@loyalty.kkhair.com,8d805471ad4f6837,1955/09/19,+1 (758) 7075485346557922,"Bamboo Crescent #293, Soufrière, LC04 101, St. Lucia"
Kirsten,Jean-Baptiste,Kirsten.Jean-Baptiste@KKHAIREMPORIUM.COM,af0d2628b968acc7,1974/12/28,+1 (869) 2033474,"Market Street #190, St. George Basseterre, KN0503, St. Kitts & Nevis"
Kirsten Alleyne St.,Clair,KIRSTEN.CLAIR@kkhairemporium.com,254352b93b4ddfc9,1964/04/30,2006298778735856,"Sunset Blvd #272, St. James, BB14000, Barbados"
Rashida St.,Clair-Holder,Rashida.Clair-Holder@kandk-hair.co,fd2a3c5ce37d9302,2000/05/19,279-1875-0,"Hibiscus Lane #116, Clarendon, 20, Jamaica"
Keisha,Núñez,Keisha.Nez@kandk-hair.co,5595b4a3c3afb2ZZ,2002/06/20,+ 73535247  ,"Palm Grove #186, St. Catherine, 22156, Jamaica"
Jamal,Holder,Jamal.Holder@loyalty.kkhair.com,6d22675d1f52b5ff,1980/08/03,+ 465353780189  ,"Harbour View #95, Chaguanas, 99688, Trinidad & Tobago"
Dwayne,Lewis,Dwayne.Lewis@mail.kkhair.net,0131af707a532d99,1981/06/13,+1 (876) 8575958,"Sugar Cane Way #264, St. Ann, 48999, Jamaica"
Andre,Browne,Andre.Browne@kkhairemporium.com,c325606ad327f28a,1957/01/12,+ 52866933  ,"Coral Ridge #294, St. Peter Basseterre, 2726, St. Kitts & Nevis"
Zoë,Joseph,Zo.Joseph@kkhairemporium.com,4f94ab37d11a3319,1967/03/03,(662) 7135,"Sugar Cane Way #237, Gros Islet, LC04 101, St. Lucia"
Marlon,Pérez,MARLON.PREZ@mail.kkhair.net,33c97c147ff5e05d,1988/12/06,+ 610197  ,"Queen's Road #128, Vieux Fort, LC04 101, St. Lucia"
Rashida,Jean-Baptiste,Rashida.Jean-Baptiste@LOYALTY.KKHAIR.COM,8e37a60d1dfc8055,1979/12/17,+ 5872717430688116  ,"Market Street #233, Vieux Fort, LC12 301, St. Lucia"
Rohan,Grant,ROHAN.GRANT@mail.kkhair.net,003b6d054c4b85ZZ,1975/11/15,441007,"Coral Ridge #18, St. Philip, BB23026, Barbados"
Tanesha,Holder,TANESHA.HOLDER.495@loyalty.kkhair.com,d655b2f94590865d,2002/11/14,0702867,"Palm Grove #19, St. Andrew, 60144, Jamaica"
Jéssica,Morris-Holder,JSSICA.MORRIS-HOLDER@kandk-hair.co,00e6e261e55236c1,1997/05/26,+1 (876) 4617192817074436,"Seaview Terrace #200, St. James, 05, Jamaica"
Dwayne,Jean-Baptiste,DWAYNE.JEAN-BAPTISTE.407@kkhairemporium.com,4fd2e9048bbb3c14,2006/08/01,(498) 6478686237600,"Queen's Road #275, Micoud, LC10 201, St. Lucia"
Khadija,O'Connor,Khadija.OConnor.113@kkhairemporium.com,d8e1537da8d54052,1972/11/17,+1 (246) 3000088634673919,"Mango Tree Drive #76, St. Peter, BB23026, Barbados"
Keisha ,Johnson,Keisha.Johnson@kkhairemporium.com,a92df8c7110877d3,1976/12/01,458-2942-03401,"Sunset Blvd #50, St. Paul Charlestown, KN0503, St. Kitts & Nevis"
Kirsten,Clarke,Kirsten.Clarke@loyalty.kkhair.com,447e904c41b2f8a4,1987/03/01,+1 (868) 12918285,"Hibiscus Lane #211, Chaguanas, 30941, Trinidad & Tobago"
Zoë,O'Connor,Zo.OConnor@kandk-hair.co,0cdcbc4482ede89f,1962/03/23,+ 8489742235434046  ,"Coral Ridge #31, Couva-Tabaquite-Talparo, 00000, Trinidad & Tobago"
Keisha,Brathwaite,KEISHA.BRATHWAITE@loyalty.kkhair.com,24e70d797a9528d0,1991/05/08,+ 5434123016049860  ,"Bamboo Crescent #10, St. Catherine, 04, Jamaica"
Tia,Morris,Tia.Morris@kkhairemporium.com,3c4b1839eab0326e,1985/04/18,072-7903-7161,"Sugar Cane Way #62, St. George Basseterre, KN0302, St. Kitts & Nevis"
Anaïs,Williams,Anas.Williams@mail.kkhair.net,d30590bbe1058964,1990/06/17,57467067516,"Independence Ave #63, Diego Martin, 86687, Trinidad & Tobago"
José,O'Connor,Jos.OConnor_859@mail.kkhair.net,37499270093d20ZZ,1988/01/16,+ 339534811050  ,"Harbour View #244, Dennery, 6975, St. Lucia"
Jéssica,Williams,Jssica.Williams@kkhairemporium.com,bf3ab84c1e57c049,1994/01/14,(171) 07308,"Cedar Park #190, Vieux Fort, 7927, St. Lucia"
Rashida van der,Kringle,Rashida.Kringle@mail.kkhair.net,cc4e591edd840ec6,1961/01/24,+1 (868) 92386879,"Sugar Cane Way #106, Chaguanas, 37295, Trinidad & Tobago"
Anaïs,Greenidge,ANAS.GREENIDGE@mail.kkhair.net,3d065505d0385c8f,1960/06/07,+1 (246) 7050049,"Palm Grove #37, St. Thomas, BB14000, Barbados"
Tanesha,Núñez,TANESHA.NEZ@mail.kkhair.net,a3774e5f5253c7b1,2005/07/12,(272) 8453974995070,"Palm Grove #65, St. Ann, 65021, Jamaica"
Chloë,Campbell,CHLO.CAMPBELL@kkhairemporium.com,9b8520c5826ea345,1961/10/26,528-6461-209,"Sunset Blvd #247, St. Thomas Lowland, 4803, St. Kitts & Nevis"
José Holder,Singh,Jos.Singh@mail.kkhair.net,d9463cb8936e5efc,1997/10/04,+1 (869) 04617551887,"Bay Street #17, St. John Figtree, KN0503, St. Kitts & Nevis"
Khadija,Campbell,Khadija.Campbell@kkhairemporium.com,820eda6a1cf6d695,2000/03/10,22170486186,"Harbour View #13, St. Thomas Lowland, KN0101, St. Kitts & Nevis"
Kirsten,Baptiste,Kirsten.Baptiste@loyalty.kkhair.com,e13f14d91e16012e,1968/06/23,+1 (246) 0072889592741168,"Coral Ridge #213, St. George, BB23026, Barbados"
Noël,Johnson,Nol.Johnson_544@kandk-hair.co,6ac58af02509495b,1956/08/31,760-3967-0243,"Bay Street #80, San Fernando, 00000, Trinidad & Tobago"
Andre,Holder,Andre.Holder@kkhairemporium.com,ef7b8cd4647d1cce,2002/06/15,+1 (758) 0429862,"Coral Ridge #38, Gros Islet, LC12 301, St. Lucia"
Latoya De la,Cruz,Latoya.Cruz-508@KANDK-HAIR.CO,66e1695998e908__,2002/12/15,917-0851-732895145,"Independence Ave #116, St. Catherine, 10673, Jamaica"
Rashida,Pérez,Rashida.Prez@kkhairemporium.com,0709a9380745206c,1969/05/20,+1 (246) 407880265295,"Sugar Cane Way #21, Christ Church, BB23026, Barbados"
Tanesha,Holder,Tanesha.Holder@kkhairemporium.com,8dfcd4d57ac0b704,1961/08/11,+1 (868) 8605063066,"Coconut Walk #9, San Fernando, TT8965, Trinidad & Tobago"
Mikaël van der,Kringle,MIKAL.KRINGLE.602@kkhairemporium.com,08a56ebeb735c1%^,1986/04/18,+ 548944  ,"Mango Tree Drive #152, St. Thomas Lowland, KN0503, St. Kitts & Nevis"
José St.,Clair,Jos.Clair.882@MAIL.KKHAIR.NET,4147503802d67589,1981/08/21,(452) 60756,"Sunset Blvd #269, St. Andrew, 11191, Jamaica"
Shanice,Clarke,SHANICE.CLARKE@kandk-hair.co,1cc9f0e06b17c1aa,2000/03/01,+1 (246) 7406758,"Independence Ave #148, St. Michael, 14927, Barbados"
Sofía,Clarke,Sofa.Clarke@kandk-hair.co,28d1aa0964dd9644,1978/01/29,48534001276,"Sunset Blvd #67, St. George Basseterre, KN0101, St. Kitts & Nevis"
D’Andre,Campbell,DAndre.Campbell@kandk-hair.co,eef9debb392d8560,1966/08/02,332-6058,"Queen's Road #267, St. Peter, BB23026, Barbados"
Dwayne,Núñez,DWAYNE.NEZ_394@mail.kkhair.net,94cba9d0d474e47f,2000/02/02,654870847795,"Palm Grove #78, San Fernando, TT8725, Trinidad & Tobago"
Latoya,Brathwaite,Latoya.Brathwaite@kkhairemporium.com,68ed6040fc247c35,1957/07/01,(182) 0706690107923,"Queen's Road #46, Arima, 00000, Trinidad & Tobago"
Rashida,Singh,Rashida.Singh@mail.kkhair.net,6abe0fe73563aaa1,1983/07/22,444-0458-8311,"Bay Street #17, Chaguanas, TT2533, Trinidad & Tobago"
Jéssica,Williams,Jssica.Williams@kandk-hair.co,ee14798bd98df907,1992/12/21,(573) 78315975,"Harbour View #153, St. Peter, BB14000, Barbados"
Tia,Ramdeen,TIA.RAMDEEN@kkhairemporium.com,4c97604db0c536dc,1966/01/17,(634) 202223499,"Harbour View #213, St. Thomas, BB14000, Barbados"
Sade,Clarke,Sade.Clarke.214@loyalty.kkhair.com,728b8c2bf964b238,1996/02/02,954377,"Mango Tree Drive #163, St. Peter Basseterre, KN0302, St. Kitts & Nevis"
José,Joseph,Jos.Joseph@MAIL.KKHAIR.NET,530f2e31cad94ae1,2004/02/27,+1 (246) 42306002,"Palm Grove #74, St. Peter, BB17001, Barbados"
Chloë  St. ,Clair,CHLO.CLAIR@kandk-hair.co,a28a403cd76444%^,1975/10/28,(019) 011348433,"Coral Ridge #67, Gros Islet, LC04 101, St. Lucia"
Tanesha ,Núñez,Tanesha.Nez@KKHAIREMPORIUM.COM,21794368a98416a6,1960/07/04,+1 (246) 157117,"Coral Ridge #50, St. Thomas, BB14000, Barbados"
Sade,Browne,Sade.Browne_649@loyalty.kkhair.com,9710b3adebc6bb94,1971/07/12,+ 5046070014  ,"Sugar Cane Way #45, St. James, 61080, Jamaica"
Marlon,Holder,Marlon.Holder@kkhairemporium.com,bf1e704020939a79,1984/11/13,+ 7428021889306357  ,"Independence Ave #262, St. Peter, BB23026, Barbados"
Rashida,Ramdeen,Rashida.Ramdeen@mail.kkhair.net,90850dd19b4d0c21,1992/09/17,761-3681,"Hibiscus Lane #232, Chaguanas, 00000, Trinidad & Tobago"
Khadija,Lewis,Khadija.Lewis.870@mail.kkhair.net,182e493aa7c3aaae,1957/08/01,70333295,"Cedar Park #256, St. George, BB14000, Barbados"
Kofi,Campbell,Kofi.Campbell.23@kandk-hair.co,90e4709b6472cee2,1988/10/22,+1 (758) 5391177666505276,"Sugar Cane Way #148, Gros Islet, LC04 101, St. Lucia"
Keisha,García,Keisha.Garca@kkhairemporium.com,fd6a7446f3b424c9,1987/12/25,(000) 3753,"Bay Street #255, St. George Basseterre, KN0503, St. Kitts & Nevis"
Dwayne St.,Clair,DWAYNE.CLAIR@loyalty.kkhair.com,4edf57a0e6884243,1988/04/22,579-7251-8,"Independence Ave #76, St. Peter Basseterre, 5795, St. Kitts & Nevis"
Chloë,Singh,Chlo.Singh@kandk-hair.co,6d74d60324401984,1977/09/16,828967,"Cedar Park #279, St. Andrew, 37854, Jamaica"
Sofía,Alleyne,SOFA.ALLEYNE@KKHAIREMPORIUM.COM,fef3d3f3cbdbcced,1988/11/17,2426537,"Hibiscus Lane #100, St. Thomas Lowland, KN0101, St. Kitts & Nevis"
Keisha,Dottin,Keisha.Dottin@loyalty.kkhair.com,312c4d0014cb68ea,2004/11/28,+ 21496791463  ,"Hibiscus Lane #113, St. Thomas Lowland, KN0302, St. Kitts & Nevis"
Noël,Grant,Nol.Grant@kkhairemporium.com,85f4901140c129c0,1957/02/28,+1 (868) 033563693010,"Queen's Road #144, San Fernando, 00000, Trinidad & Tobago"
Devon,Campbell-Baptiste,DEVON.CAMPBELL-BAPTISTE@kkhairemporium.com,87edd27dc50244d2,2006/04/28,+ 1058330967397984  ,"Mango Tree Drive #132, St. John Figtree, KN0503, St. Kitts & Nevis"
Tyrone De la,Cruz,Tyrone.Cruz@loyalty.kkhair.com,c46d7db02c5ec555,1994/01/09,(522) 8989074,"Cedar Park #264, Castries, 4190, St. Lucia"
Chloë,Joseph,CHLO.JOSEPH_412@loyalty.kkhair.com,f60485cd48eb7f90,1984/04/21,+ 7406873544  ,"Bamboo Crescent #48, St. Peter, BB23026, Barbados"
Tanesha,Alleyne,Tanesha.Alleyne@mail.kkhair.net,f6dc9a740efbf097,1991/08/26,+1 (246) 58050450509,"Coral Ridge #288, Christ Church, BB23026, Barbados"
Andre,Greenidge,Andre.Greenidge@kandk-hair.co,b3b1409a05396a72,1996/08/17,+1 (246) 1112359,"Bamboo Crescent #120, St. Peter, 39333, Barbados"
Anaïs,Lewis,ANAS.LEWIS@LOYALTY.KKHAIR.COM,d127a32f9bba7e1d,1971/09/24,+1 (868) 2157562641260848,"Sunset Blvd #213, Diego Martin, 36187, Trinidad & Tobago"
Kofi Núñez,Ramdeen,Kofi.Ramdeen_946@loyalty.kkhair.com,68719b29414b7c__,1967/12/27,+ 5767299115490443  ,"Bamboo Crescent #122, St. George Basseterre, KN0503, St. Kitts & Nevis"
Marlon,Best,Marlon.Best_703@kandk-hair.co,653d421f74537c2a,1996/04/24,074-5991-530,"Mango Tree Drive #59, Castries, LC10 201, St. Lucia"
Shanice,Williams,Shanice.Williams@MAIL.KKHAIR.NET,1718068deb9247ZZ,2004/04/17,0184220138,"Mango Tree Drive #89, Kingston, 02, Jamaica"
Marlon,Johnson,Marlon.Johnson@MAIL.KKHAIR.NET,70087f7c72b5435f,1989/05/22,(118) 72282471,"Hibiscus Lane #144, St. George Basseterre, KN0503, St. Kitts & Nevis"
Jamal,Dottin,Jamal.Dottin@mail.kkhair.net,a811917f5b9ba7ad,1976/01/12,(225) 51741925,"Bay Street #281, St. Peter, BB17001, Barbados"
Anaïs,Baptiste,Anas.Baptiste.187@KANDK-HAIR.CO,fca1d9be48153ef6,1963/05/04,707-2173-402,"Market Street #33, Castries, LC10 201, St. Lucia"
D’Andre,Grant,DAndre.Grant@KANDK-HAIR.CO,86a0b5b8f07dd9a6,1963/08/16,(099) 542,"Mango Tree Drive #208, St. Catherine, 43897, Jamaica"
Zoë,O'Connor,Zo.OConnor@mail.kkhair.net,8e3acfbdda0a2d03,1981/03/30,(850) 45056693,"Bay Street #93, Gros Islet, LC10 201, St. Lucia"
Rohan,Lewis,Rohan.Lewis@mail.kkhair.net,2f1e73e98beed5d4,1990/03/16,44348529537,"Queen's Road #22, Arima, 90511, Trinidad & Tobago"
Jéssica,Pérez,Jssica.Prez@kkhairemporium.com,66111181dbcb4798,2002/02/17,326-6000,"Bamboo Crescent #171, St. Philip, 96143, Barbados"
Andre  Holder ,Núñez,Andre.Nez@mail.kkhair.net,57f7b2dd9ff93626,1961/11/06,+ 5815398852178955  ,"Hibiscus Lane #5, Gros Islet, LC12 301, St. Lucia"
José,Hernández,Jos.Hernndez@mail.kkhair.net,379211628c684595,1988/03/11,+1 (758) 7341146,"Sugar Cane Way #124, Castries, LC10 201, St. Lucia"
Kareem,Thompson,Kareem.Thompson_828@loyalty.kkhair.com,534d8a41d9230d3c,1989/02/20,+1 (758) 1682682,"Sunset Blvd #9, Castries, LC10 201, St. Lucia"
Sofía van der,Kringle,Sofa.Kringle@MAIL.KKHAIR.NET,bf44e165401e8af4,1972/03/02,+1 (758) 058028606048,"Sunset Blvd #75, Micoud, LC04 101, St. Lucia"
Noël,Grant,NOL.GRANT@loyalty.kkhair.com,abd47fecbd726c1d,1967/05/21,+ 9471990380351489  ,"Palm Grove #46, Castries, 4170, St. Lucia"
Tyrone,Joseph,Tyrone.Joseph@kandk-hair.co,8066902a7e7bccf3,1984/04/10,4627205364,"Harbour View #9, St. Catherine, 08, Jamaica"
José,Charles,Jos.Charles@LOYALTY.KKHAIR.COM,a474bbb0bf9fb3__,1978/07/20,040-7146-971,"Sunset Blvd #100, Soufrière, LC10 201, St. Lucia"
Dwayne,Johnson,Dwayne.Johnson@kandk-hair.co,13e1ce81fd5aa3c4,1987/10/05,367-3558-9,"Bamboo Crescent #122, Clarendon, 86726, Jamaica"
Rohan,Núñez,Rohan.Nez@mail.kkhair.net,df2d53f419c193__,1969/07/09,+1 (869) 91605390649,"Coconut Walk #169, St. John Figtree, 5205, St. Kitts & Nevis"
Tyrone,Brathwaite,TYRONE.BRATHWAITE@KKHAIREMPORIUM.COM,a727c4a5c0453d0e,1979/10/17,+ 910657351745  ,"Independence Ave #119, Gros Islet, LC10 201, St. Lucia"
Shanice,Campbell,SHANICE.CAMPBELL_20@LOYALTY.KKHAIR.COM,f4218cd4ea03b5ce,1970/04/29,0958723,"Hibiscus Lane #204, Port of Spain, 73082, Trinidad & Tobago"
Kirsten,Morris,KIRSTEN.MORRIS@kandk-hair.co,b13dff404b24134b,1975/05/09,7958291585511639,"Coral Ridge #231, St. Peter, BB23026, Barbados"
Mikaël,Pérez,Mikal.Prez@kkhairemporium.com,7259fe7def589696,1985/09/26,+1 (246) 1564380299,"Coral Ridge #237, St. George, BB17001, Barbados"
Khadija,O'Connor,Khadija.OConnor@kandk-hair.co,59e7ca0164011d9e,1982/12/20,+ 423169792067  ,"Mango Tree Drive #258, St. John Figtree, KN0503, St. Kitts & Nevis"
Rohan,Grant,Rohan.Grant-875@kandk-hair.co,3770f78a76157d93,1968/09/07,033-5051,"Mango Tree Drive #130, St. George Basseterre, KN0503, St. Kitts & Nevis"
Jamal García St.,Clair,Jamal.Clair@kkhairemporium.com,5bb24a71f227b0b7,1982/10/26,5571663282463061,"Coconut Walk #36, Micoud, LC04 101, St. Lucia"
Tia,Dottin,Tia.Dottin_13@mail.kkhair.net,90e7071ceb38b96d,1962/02/15,518-5711-645,"Mango Tree Drive #135, Micoud, 1578, St. Lucia"
Anaïs,Alleyne,ANAS.ALLEYNE_939@mail.kkhair.net,67fff7063cff35d3,2004/02/13,+ 45500549  ,"Independence Ave #7, Castries, LC12 301, St. Lucia"
Renée,Ramdeen,Rene.Ramdeen@mail.kkhair.net,97a5970f83eda8dc,1999/07/19,+1 (246) 7560022,"Queen's Road #52, St. George, 89381, Barbados"
Sofía Charles,Williams,Sofa.Williams-807@kkhairemporium.com,d6921782826233%^,1962/09/16,47085609,"Hibiscus Lane #81, St. James, BB14000, Barbados"
Tia van der,Kringle,TIA.KRINGLE@mail.kkhair.net,9c882e07c301ee02,1974/11/28,+ 171960  ,"Queen's Road #294, St. Thomas Lowland, KN0302, St. Kitts & Nevis"
Andre De la,Cruz,ANDRE.CRUZ@kkhairemporium.com,242701469c1cf466,1978/08/28,(556) 1922188220631,"Market Street #64, St. Thomas, 98639, Barbados"
Marlon,Morris,MARLON.MORRIS.512@mail.kkhair.net,08c7e53d5cc0646a,1961/07/02,+1 (876) 9395795519247411,"Palm Grove #90, Manchester, 55180, Jamaica"
Shanice,Thompson,Shanice.Thompson@MAIL.KKHAIR.NET,c714584e7531f625,1975/08/05,+1 (868) 197084,"Queen's Road #149, Arima, 00000, Trinidad & Tobago"
Sofía,Morris,Sofa.Morris@mail.kkhair.net,a5aad5ee5c172e80,1956/10/13,+ 422935  ,"Queen's Road #274, St. Paul Charlestown, 1114, St. Kitts & Nevis"
Renée ,O'Connor,Rene.OConnor@loyalty.kkhair.com,8a32c0be13b55366,2001/10/20,+ 128989930746  ,"Harbour View #32, Castries, LC10 201, St. Lucia"
Jermaine,O'Connor,Jermaine.OConnor.665@kandk-hair.co,aa14d6ad0fff9674,1972/03/13,(369) 626902220,"Coral Ridge #32, St. James, 98915, Barbados"
Sofía Williams,Campbell,Sofa.Campbell@kkhairemporium.com,48fd0d0d8e48a5be,2004/05/09,+ 9465777061298897  ,"Coconut Walk #241, St. John Figtree, KN0503, St. Kitts & Nevis"
Chloë,Campbell,Chlo.Campbell@mail.kkhair.net,3b6e91b267e7edce,1965/05/03,+1 (758) 7490584968814499,"Bay Street #193, Castries, LC12 301, St. Lucia"
Noël,Dottin,Nol.Dottin@loyalty.kkhair.com,e5fa18b45dedeefa,1984/07/20,929360,"Bay Street #232, St. Peter, BB14000, Barbados"
Renée,Forde,RENE.FORDE@kkhairemporium.com,e0da80a73c144e97,1974/02/15,47563112,"Seaview Terrace #91, Dennery, LC04 101, St. Lucia"
Rashida,Jean-Baptiste,Rashida.Jean-Baptiste@mail.kkhair.net,92055a425cd1a8c9,1999/12/29,+1 (868) 329887,"Sugar Cane Way #273, Chaguanas, 68852, Trinidad & Tobago"
Jéssica,Greenidge,Jssica.Greenidge-836@MAIL.KKHAIR.NET,7ee1933df2bd9ce7,1985/10/18,332-2912-489,"Palm Grove #153, St. Catherine, 97975, Jamaica"
Mikaël Grant,O'Connor,Mikal.OConnor@KKHAIREMPORIUM.COM,109f82474a9d0223,1982/02/23,996-2768,"Sugar Cane Way #120, Vieux Fort, LC12 301, St. Lucia"
Jamal,Dottin,Jamal.Dottin.725@kandk-hair.co,12cd9b563314266a,2005/05/20,0417103891,"Sugar Cane Way #106, Kingston, 15, Jamaica"
Kofi,Lewis,Kofi.Lewis@KANDK-HAIR.CO,0f281d6756960caf,2003/08/07,9722858258545513,"Market Street #99, St. Paul Charlestown, KN0302, St. Kitts & Nevis"
Rohan,Núñez,Rohan.Nez@mail.kkhair.net,d8df83c7f241c73e,1970/02/17,811-441,"Mango Tree Drive #205, St. Michael, BB23026, Barbados"
José,Thompson,JOS.THOMPSON@kkhairemporium.com,0aaa8cb85c7c87fe,1978/12/12,(660) 030119622,"Hibiscus Lane #149, Dennery, LC12 301, St. Lucia"
D’Andre,Ramdeen,DAndre.Ramdeen.990@mail.kkhair.net,b1326d8078886f%^,1970/06/30,+ 54496695421  ,"Bay Street #293, Chaguanas, TT6494, Trinidad & Tobago"
Rohan van der,Kringle,Rohan.Kringle@loyalty.kkhair.com,e1820f33d329c88c,1962/05/01,473885237748,"Coral Ridge #259, St. Peter Basseterre, 1988, St. Kitts & Nevis"
Rashida,Charles,Rashida.Charles_161@kkhairemporium.com,be2d9c43006f00e1,1998/09/23,(070) 9834,"Palm Grove #271, Couva-Tabaquite-Talparo, TT7830, Trinidad & Tobago"
Tia van der,Kringle,Tia.Kringle@kkhairemporium.com,c9bb9943bf7e5d90,1968/01/19,+ 288390397997  ,"Mango Tree Drive #102, Dennery, LC12 301, St. Lucia"
Kofi,Brathwaite,Kofi.Brathwaite@loyalty.kkhair.com,204e6cc75bce6556,2000/04/21,191-0904-886607326,"Coral Ridge #110, Micoud, 2070, St. Lucia"
Chloë St.,Clair,CHLO.CLAIR@loyalty.kkhair.com,b309bf78dd98f67e,1960/02/10,(518) 3784771,"Bamboo Crescent #167, St. Peter Basseterre, KN0101, St. Kitts & Nevis"
Jamal,Pérez,Jamal.Prez@mail.kkhair.net,c037aa005af60302,1981/05/27,194-9991-36505,"Cedar Park #239, Kingston, 22142, Jamaica"
Marlon,García,MARLON.GARCA@MAIL.KKHAIR.NET,3d24764268b54181,1974/02/16,+ 2748066112  ,"Seaview Terrace #38, St. John Figtree, KN0503, St. Kitts & Nevis"
Shanice,Joseph,Shanice.Joseph@kkhairemporium.com,b0c0a1d4e8acd7b1,1967/09/16,+1 (868) 7625384766919530,"Coconut Walk #41, Chaguanas, 28753, Trinidad & Tobago"
Jamal,Baptiste,JAMAL.BAPTISTE@kkhairemporium.com,948cdf13cbc5ff91,1987/08/26,525-6008,"Mango Tree Drive #68, San Fernando, 21368, Trinidad & Tobago"
Tia Hernández,Browne,Tia.Browne@kkhairemporium.com,0a79474430248873,1979/11/13,+ 377982402116  ,"Seaview Terrace #39, St. Thomas Lowland, 1507, St. Kitts & Nevis"
Tia,Núñez,Tia.Nez@mail.kkhair.net,1f92887030c289b4,1989/04/07,+ 153334  ,"Queen's Road #237, Chaguanas, 00000, Trinidad & Tobago"
Jermaine,Clarke,JERMAINE.CLARKE@loyalty.kkhair.com,4f86ed74f9166355,1983/11/04,83687477,"Palm Grove #225, St. George Basseterre, 5748, St. Kitts & Nevis"
Shanice,Jean-Baptiste,Shanice.Jean-Baptiste.20@loyalty.kkhair.com,b8527f636d6caf5f,1993/05/14,+1 (246) 341749,"Mango Tree Drive #250, St. James, BB17001, Barbados"
Jermaine,Browne,Jermaine.Browne_780@kandk-hair.co,f3bbe65fe033a93e,1973/06/12,108-5973-586794336,"Independence Ave #212, Port of Spain, TT7946, Trinidad & Tobago"
Tyrone,Baptiste,Tyrone.Baptiste@loyalty.kkhair.com,78e8a1480b7ef508,2002/01/11,+1 (876) 5480780538338569,"Queen's Road #117, Clarendon, 43908, Jamaica"
Sofía,Joseph,Sofa.Joseph@kkhairemporium.com,befe648aa73b25f4,1971/11/06,557-6881,"Cedar Park #71, Diego Martin, TT3154, Trinidad & Tobago"
Sofía,Joseph,Sofa.Joseph@loyalty.kkhair.com,17a0edbbb6ba2144,1984/07/31,41238724,"Bamboo Crescent #232, St. Philip, 75097, Barbados"
Andre,Browne,Andre.Browne.752@kandk-hair.co,99e3dedc78407925,1991/04/25,+1 (876) 832796637958,"Mango Tree Drive #143, St. Andrew, 50233, Jamaica"
Sade,Ramdeen,Sade.Ramdeen@mail.kkhair.net,fd8886d75e1bd38d,1977/07/18,+1 (758) 4715203519,"Independence Ave #22, Castries, LC10 201, St. Lucia"
D’Andre,Brathwaite,DANDRE.BRATHWAITE@LOYALTY.KKHAIR.COM,1846630c12f11b44,2002/06/08,+1 (246) 27025996,"Mango Tree Drive #152, St. George, BB23026, Barbados"
Mikaël,Joseph,MIKAL.JOSEPH-491@LOYALTY.KKHAIR.COM,6e39e7419724e972,1993/02/15,580-6247-5,"Harbour View #23, Gros Islet, LC10 201, St. Lucia"
Mikaël,Morris,Mikal.Morris@kandk-hair.co,ae22522ce657b6%^,1979/06/17,+1 (876) 9432183024,"Sugar Cane Way #299, Clarendon, 20734, Jamaica"
