original_index, Password 12582,Account Branch   ,Loyalty Pointsnsuef ,Gender  ,Signup Date 2018 ,Total Purchases  
358,6hw1yH,Port of Spain,5984.0,Non-binary,2016-09-29,114.0
359,JcFZI$*spT,Vieux Fort,15879.0,Male,2018/04/21,16.0
360,tFBP9Z$7@5xV,Oistins,21568.0,Prefer not to say,2016/02/04,103.0
361,MurLbQth%xDR,Charlestown,10918.0,Prefer not to say,2016/11/30,9.0
362,hC1lwfsQjz,Montego Bay,10530.0,Female,2017/06/07,104.0
363,IYUFoYg!8a,Oistins,18175.0,Prefer not to say,2018/02/21,55.0
364,c##g3!f#9f,Charlestown,21502.0,Prefer not to say,2018/08/21,60.0
365,zk4iLXjR,San Fernando,194.0,Male,2016/01/18,16.0
366,pvhEds,Charlestown,19350.0,Male,2017/04/06,15.0
367,QYZuvVtp@@,Basseterre,2326.0,Non-binary,2017/10/09,44.0
368,HUBmO7gO6pk^,Sandy Point,23954.0,Female,2017/03/20,104.0
369,rPEuY6WxHv48EuC&,Montego Bay,10521.0,Female,2016/05/22,28.0
370,q@577BAj,Oistins,9748.0,Female,2018/07/17,47.0
371,TZH0jK5IO!An%B!*,Charlestown,3418.0,Non-binary,2016/11/30,24.0
372,!i$#^sqA5^*9hQ*L,Basseterre,6597.0,Prefer not to say,2018/07/09,52.0
373,G83JaagX,Castries,6605.0,Prefer not to say,2016/04,38.0
374,dJiBIb3i,Vieux Fort,464.0,Non-binary,2017/05/28,83.0
375,7yNtfD,Bridgetown,18695.0,Prefer not to say,2017/07/27,53.0
376,Vl^l7*,Chaguanas,1855.0,Female,2016/05/24,56.0
377,$iTiP@hMV$Xv,Chaguanas,21202.0,Prefer not to say,2016/10/27,18.0
378,fFOf1!P6$0%C,San Fernando,20246.0,Male,2017/09,6.0
379,PY&je4,Warrens,7141.0,Male,2016/11/24,90.0
380,QVMuDD,Spanish Town,2697.0,Prefer not to say,2016/12/05,85.0
381,9XhGA!5Kdq,Bridgetown,4572.0,Non-binary,2016/05,26.0
382,PtMJZp,Chaguanas,12497.0,Non-binary,2016/04/02,118.0
383,Z9sx&&DaM8,Charlestown,264.0,Non-binary,2018/05/20,24.0
384,kPliGD39,Bridgetown,23641.0,Female,2017/01,55.0
385,Ltd Z09,Gros Islet,12379.0,Male,2017/01/29,22.0
386,QqBMx#ZMM4,Gros Islet,13263.0,Female,2018/03,47.0
387,FZVuK4IY,Montego Bay,6963.0,Non-binary,2016/10/28,60.0
388,,,,,,
389,05d0CB,Charlestown,3289.0,Non-binary,2018/10/07,4.0
390,uet^11pZ*e,Bridgetown,17810.0,Prefer not to say,2016-10-03,12.0
391,lLlpq&6MOr!jB38$,Sandy Point,7136.0,Non-binary,2017-06-02,43.0
392,7*J%^T,Kingston,24917.0,Non-binary,2017/07/16,28.0
393,a00*hI,Warrens,10706.0,Male,2017/07/02,102.0
394,yO4sv^qa3L,Warrens,15385.0,Prefer not to say,2016/02/21,29.0
395,ZbOQPS@V,Port of Spain,13076.0,Non-binary,2016/04/29,28.0
396,xPb&KxEsGwBM,Bridgetown,9094.0,Male,2017/08/19,119.0
397,3Yxl4um!,Kingston,19214.0,Male,2017/05/05,27.0
398,mWsxRWJ@i$VT,Vieux Fort,3875.0,Non-binary,2016-02-24,20.0
399,qFioY94d,Basseterre,19866.0,Non-binary,2016/10,89.0
400,&Hn!z@0RjRA^,Warrens,11974.0,Prefer not to say,2018/05/22,35.0
401,1PX&Qosg,Sandy Point,18025.0,Female,2016/04/16,26.0
402,hIO iY!Z4,Montego Bay,22141.0,Prefer not to say,2016/06/24,48.0
403,JgoysHVlBVga,Warrens,6256.0,Female,2016/03/27,1.0
404,,,,,,
405,22!Aazat$R,San Fernando,4098.0,Female,2016/09/19,61.0
406,JsyLL!Bg,Basseterre,20152.0,Non-binary,2017/01/08,11.0
407,1go Q@okQ,Sandy Point,16121.0,Female,2018/10,81.0
408,02Us%sNY,San Fernando,21354.0,Male,2016/03/18,67.0
409,QJi Q*xgD,Charlestown,7218.0,Female,2016/07/12,15.0
410,Z!29m$,Vieux Fort,13011.0,Female,2017-05-10,72.0
411,V&dOdjLp,Charlestown,14654.0,Prefer not to say,2016/11/03,1.0
412,y0A pcXvf,Warrens,12813.0,Non-binary,2017/03/24,92.0
413,I#zLDT2u,Warrens,7990.0,Prefer not to say,2017/07/05,21.0
414,D!sOISaEdi1r,Oistins,24852.0,Non-binary,2016/12/07,23.0
415,@C^ySSLRkH,San Fernando,12624.0,Female,2018/06/24,1.0
416,hNQeQ*sq14Dm,Basseterre,15446.0,Non-binary,2018/12,25.0
417,pnPc0so7qXRi,Vieux Fort,16837.0,Prefer not to say,2017/10/12,103.0
418,NShvO#Z5,Kingston,8013.0,Non-binary,2016/12/12,30.0
419,C1bE&l9FWb7$,Kingston,5908.0,Male,2018/01/14,60.0
420,##1s2E,Kingston,9893.0,Non-binary,2016/07/28,37.0
421,XOW&X$9cBW,Basseterre,12357.0,Male,2016/02/11,14.0
422,,,,,,
423,oXCy1pEj,Warrens,9124.0,Male,2016/05/16,107.0
424,YDH THmAGODmOXBgF,Vieux Fort,15416.0,Male,2016/12/17,94.0
425,E3ONbm*m,Gros Islet,8977.0,Female,2018/08/15,39.0
426,dzOXOI,Spanish Town,7552.0,Non-binary,2017/01/19,24.0
427,W3G e#3UKwKFwXrQR,Kingston,18004.0,Male,2018/07/21,35.0
428,H6c0n6c3gkH4kkdB,Gros Islet,20011.0,Prefer not to say,2017/09/28,105.0
429,MeqQhE,Vieux Fort,10926.0,Female,2016/10/27,24.0
430,n&jtzCV4,San Fernando,16246.0,Non-binary,2017/06,111.0
431,17TkN4SzMljO,Warrens,8060.0,Non-binary,2016/02,73.0
432,#ZOklnO#B5JZ2jNN,Oistins,7587.0,Female,2016/12,8.0
433,lG6#RvH6MMqayPHK,Castries,8766.0,Prefer not to say,2016-04-28,66.0
434,W6SwB&,Castries,16875.0,Non-binary,2017/05/25,112.0
435,lmg0UMOO603ENPMp,Castries,21762.0,Non-binary,2016/06/20,63.0
436,I@labSDr,Gros Islet,10966.0,Male,2017/01/07,53.0
437,k##Q3YHAem,Castries,9156.0,Prefer not to say,2017-10-22,71.0
438,qETl08BhQCqY,Spanish Town,13841.0,Prefer not to say,2017/07/28,106.0
439,u#!J&6JliL^Xu24P,Charlestown,16525.0,Male,2016/11/13,35.0
440,%G3gk#,Montego Bay,1340.0,Prefer not to say,2016/05/08,88.0
441,vkTPBF,Spanish Town,18434.0,Female,2017/09/20,21.0
442,8I443SWOe9cUPMHA,Vieux Fort,1564.0,Female,2017/06/22,9.0
443,I!NmY&QV7B,Castries,24302.0,Non-binary,2018/10/06,62.0
444,ep7dyXmcj6Sd,Montego Bay,13166.0,Male,2018/09/28,16.0
445,ajIyg7Nv@ND3ZCO9,Spanish Town,2238.0,Male,2016/12/06,20.0
446,YO5HIWVBxV,Port of Spain,17598.0,Non-binary,2016/08/15,21.0
447,fb1 93n*E7WsV,Sandy Point,9781.0,Female,2018/09/23,29.0
448,myY*sY7b7J,Vieux Fort,9766.0,Male,2018/02/11,98.0
449,lQV$9bCR,Vieux Fort,20683.0,Non-binary,2018/04/06,110.0
450,k8EfDCwH,Chaguanas,19125.0,Non-binary,2017/12/20,59.0
451,Ab#HW^,Montego Bay,7301.0,Prefer not to say,2018/05/09,84.0
452,gsBDGJWc,Warrens,17401.0,Non-binary,2017/06/08,44.0
453,,,,,,
454,!NRktcsuak!UMUIi,San Fernando,24082.0,Male,2017/03/18,90.0
455,I&R #m6,Oistins,21215.0,Male,2016/06/19,21.0
456,M7E0uXqS,Oistins,12333.0,Non-binary,2017/04/08,68.0
457,,,,,,
458,1199kTFcvv,Sandy Point,8513.0,Female,2017/07,28.0
459,Sw$8CQ6z,Basseterre,23415.0,Prefer not to say,2016/09/14,16.0
460,gIttMRYNjk,Gros Islet,22675.0,Prefer not to say,2016-10-01,9.0
461,thOX#T156j,Charlestown,17137.0,Female,2016/03/13,48.0
462,aoL5ty6A,Gros Islet,17263.0,Prefer not to say,2017/12/20,101.0
463,erS^S2,Vieux Fort,1886.0,Male,2018/11,92.0
464,9rNWmYBbzKF^Chdd,Bridgetown,4760.0,Non-binary,2016/09/22,36.0
465,fHn%v#bRi0Z3f*ox,Warrens,17586.0,Prefer not to say,2017/04,107.0
466,0aXkdH6l#pnqOWsM,Warrens,19242.0,Female,2016-04-07,115.0
467,XIO8qt6P8I,San Fernando,24873.0,Prefer not to say,2016/03/15,68.0
468,hJ4L%Z,Basseterre,14553.0,Female,2017/07/23,21.0
469,%M0RVuDn,Oistins,5071.0,Non-binary,2018/03/05,84.0
470,UUm9DO,Oistins,4335.0,Prefer not to say,2016/12/21,6.0
471,1j6yHG,Oistins,8028.0,Prefer not to say,2018-03-25,15.0
472,3E2#yO,Chaguanas,18601.0,Non-binary,2016/08/25,100.0
473,hXv9^9gvTm,Montego Bay,7450.0,Prefer not to say,2017/03,118.0
474,ULu AAdb*,Port of Spain,15464.0,Male,2018/08/20,86.0
475,PTQ lccUk,Oistins,8903.0,Male,2018-05-14,100.0
476,icXm3YH7ad,Chaguanas,23104.0,Prefer not to say,2017/05/15,17.0
477,hN@ZwRzUfn,Basseterre,17811.0,Prefer not to say,2017/11,98.0
478,@lny5CcNQ70s,Gros Islet,15024.0,Prefer not to say,2016-08-27,93.0
479,YgCB%!*%Ts,Sandy Point,19055.0,Male,2017/06/14,74.0
480,2U#O5#C@Q1jW9^NB,Basseterre,6196.0,Prefer not to say,2018/03/15,20.0
481,yrqFI9,San Fernando,3642.0,Male,2016-01-30,41.0
482,XLK1TFaGVV,Bridgetown,957.0,Male,2018/02,86.0
483,nwehAAGNe6,Bridgetown,16741.0,Male,2018-06-30,114.0
484,1gLH11U#,Basseterre,14467.0,Female,2016/11/09,19.0
485,,,,,,
486,hKCC2V4W5t,Chaguanas,24988.0,Male,2018/08/01,83.0
487,StXHvhKk,Gros Islet,16266.0,Female,2016/04/29,104.0
488,3AxHVFOs4nmolh%V,Gros Islet,5074.0,Non-binary,2016-07-27,18.0
489,wF6n9G8xkH,Bridgetown,9097.0,Female,2018/06/09,58.0
490,KL9F2S0piU0ZrqEh,Vieux Fort,13561.0,Male,2017/03/05,1.0
491,S$Q$ZWDT3P,Port of Spain,1456.0,Male,2016/12/09,20.0
492,Xr2*Rx8s^7WdFta#,Oistins,23391.0,Female,2018/08/20,120.0
493,GftQRRL0,Spanish Town,21991.0,Prefer not to say,2018/12/30,88.0
494,,,,,,
495,,,,,,
496,eUvT9O,Gros Islet,2249.0,Male,2017/01/15,37.0
497,lLNeu^,Montego Bay,20513.0,Prefer not to say,2018-11-02,61.0
498,IHV3d@jG,Vieux Fort,22014.0,Female,2018/08/03,44.0
499,B7hd@nO%,Sandy Point,10979.0,Female,2016/08,53.0
500,!zYysE&ceHE0G4U%,Warrens,16822.0,Non-binary,2016/12/31,90.0
501,zWjl%v,Gros Islet,11074.0,Non-binary,2016/11,66.0
502,^D&VhP5cyHdk,Port of Spain,9990.0,Male,2018-09-01,89.0
503,5AIN7K,Gros Islet,13272.0,Female,2016-11-02,113.0
504,pAgr1PWJ68mkR%qi,Sandy Point,9942.0,Male,2018/10/11,7.0
505,duvZ9h0Z0cs*3UAB,Chaguanas,14242.0,Male,2016/11/12,88.0
506,,,,,,
507,z9dhTAZ0Ayr@3DBH,Castries,6698.0,Prefer not to say,2018/11/19,35.0
508,^Vo91X,Vieux Fort,6690.0,Non-binary,2018/11,86.0
509,dqQbY3,Kingston,5003.0,Female,2018/04/29,77.0
510,3Vzj8h$!Be,Vieux Fort,12826.0,Female,2018-07-05,71.0
511,cz@m1L,Charlestown,10870.0,Prefer not to say,2018/10/26,56.0
512,htEf$XJYvH,Gros Islet,22.0,Non-binary,2016/06/16,23.0
513,0#iffMpO%CBBVq*1,Spanish Town,1795.0,Prefer not to say,2016/07/13,94.0
514,NsAuUc,Charlestown,18208.0,Non-binary,2016-09-25,83.0
515,op3gi*kp,Spanish Town,23065.0,Prefer not to say,2016-04-10,101.0
516,f*j@nGeEI2PH,Chaguanas,11766.0,Prefer not to say,2017/08/08,67.0
517,q5XkpXXr*Z3b,Port of Spain,8962.0,Male,2018-12-06,39.0
518,Qzlyp$IV,Charlestown,7289.0,Non-binary,2016/10/28,27.0
519,XtNu0S7%3BQU#85K,Port of Spain,8176.0,Non-binary,2017/06/20,60.0
520,5kqh8OAjBXUynVrY,Port of Spain,19502.0,Prefer not to say,2018/07/12,55.0
521,@U*T0i^^#l8$Zgqo,Basseterre,22471.0,Female,2018/10/13,58.0
522,rutpx&qpB#1&,Bridgetown,6631.0,Non-binary,2016/11,23.0
523,WG^mk0RS,Warrens,18317.0,Prefer not to say,2017/12/09,104.0
524,!ZoUde,Sandy Point,15082.0,Female,2018/02/19,29.0
525,whU$X4uI,San Fernando,13313.0,Prefer not to say,2018/10/13,48.0
526,Q%4XXHH4kS,Kingston,7766.0,Prefer not to say,2016/09/04,76.0
527,lTa XBwGdOn,Port of Spain,10999.0,Male,2017/09,33.0
528,P5V I8^AR,Basseterre,6147.0,Prefer not to say,2018/10/22,42.0
529,,,,,,
530,,,,,,
531,SM^K5B,San Fernando,3226.0,Non-binary,2017/11/24,31.0
532,6XnRbL$KoPd$rGK0,Warrens,12193.0,Male,2017/05/23,60.0
533,7Hn32qzR1!pt,Charlestown,20565.0,Male,2017/08/16,79.0
534,11$gTaMld#1g,Vieux Fort,22256.0,Female,2016/08/09,26.0
535,F@fxaE*5%vi&,Kingston,8442.0,Prefer not to say,2018/08/29,109.0
536,BQFlPQ3ZNszJbtWb,Gros Islet,22134.0,Female,2016/04,100.0
537,6#XagTRiqY,Castries,22446.0,Prefer not to say,2018/12/16,120.0
538,yxx#820Ax!,Oistins,19614.0,Female,2016-08-19,27.0
539,btrnZ6,Gros Islet,2832.0,Prefer not to say,2016/11/02,120.0
540,aT3!f2,Montego Bay,15501.0,Female,2017/06/26,67.0
541,PN*#eO,Gros Islet,7644.0,Prefer not to say,2016/12/13,87.0
542,W^n6W4VeTm,Montego Bay,23075.0,Non-binary,2018/08/18,82.0
543,ip3$cpdC3aiJ,Castries,3446.0,Non-binary,2016/08,104.0
544,6K^wTfg@Tn27I^18,Kingston,20042.0,Male,2018/10/02,11.0
545,fPY^q$9V,Basseterre,4503.0,Male,2017/07/21,103.0
546,k6MAjqMBMOASF#ji,Port of Spain,17067.0,Non-binary,2016-05-03,8.0
547,oan^j#*1,Oistins,5287.0,Prefer not to say,2016-09-09,43.0
548,,,,,,
549,iQ3Oo4mV8vhQwMwv,Castries,14752.0,Non-binary,2018/10/27,66.0
550,n1NIpOytod,Port of Spain,4569.0,Non-binary,2018/08/28,39.0
551,Y8Mg*@!rjf5R,Spanish Town,5828.0,Prefer not to say,2016-12-06,58.0
552,6Dk%VEjk2x,Charlestown,13585.0,Male,2017/11/12,25.0
553,d0@NRn,Kingston,20752.0,Female,2017/12,39.0
554,2F@BjlNAEn,Chaguanas,8284.0,Female,2017/01/27,8.0
555,@GBANNqnf0,Vieux Fort,11709.0,Prefer not to say,2018/06,110.0
556,6ufJ#8CeJUoGOR#0,Oistins,4594.0,Female,2017/10/09,120.0
557,z6JxhSTSRC,Chaguanas,14535.0,Non-binary,2017/06,19.0
558,p#77bD,Chaguanas,24270.0,Male,2017/01/27,65.0
559,v7V k8h,Chaguanas,885.0,Male,2017/02/21,4.0
560,zHrO2pp0nO,Castries,6384.0,Non-binary,2016/02,63.0
561,qTxJ8@!9GK,Gros Islet,15159.0,Male,2017-12-26,77.0
562,7d4sYrUn9L,Chaguanas,22893.0,Non-binary,2016/08/06,16.0
563,Xn70IdJfJXRU,Montego Bay,5982.0,Male,2017/01/18,44.0
564,WRB@iUT8FodT,Bridgetown,22425.0,Prefer not to say,2016/02/26,80.0
565,0eqEAjP%7S,Chaguanas,13867.0,Prefer not to say,2016/03/29,106.0
566,n*pKrfNCIP,Chaguanas,11793.0,Non-binary,2016/07/06,79.0
567,Bo3 IT%sHF4*bI4aL,Kingston,880.0,Non-binary,2018/03/06,0.0
568,dzIjFZRy,Sandy Point,9296.0,Male,2018-09-05,102.0
569,@NiJv!#UDiGn##8w,Gros Islet,15826.0,Female,2017/04/17,114.0
570,,,,,,
571,Eckno$Hc,Port of Spain,14846.0,Male,2017-12-28,95.0
572,o3qH2N81vzY&Kr3^,Charlestown,1358.0,Non-binary,2017/11/20,27.0
573,lJbEg@OO^KiJuhsK,Kingston,22206.0,Non-binary,2016/09/17,60.0
574,RFBqIw,Kingston,14743.0,Female,2017/01/05,94.0
575,,,,,,
576,p9vN7dELJ1BC,Montego Bay,23056.0,Non-binary,2018-03-20,66.0
577,9Vz6qD!Y0f,Castries,19901.0,Non-binary,2018-08-01,86.0
578,Z6dg4#tNMZ3Y,Sandy Point,24065.0,Male,2017/05/08,32.0
579,$Yv#X%%8vIGG,Chaguanas,6667.0,Prefer not to say,2016/07/15,46.0
580,iLawkv!f,Kingston,9634.0,Non-binary,2016/08/24,80.0
581,E%b*zKowAvoWbdVB,Warrens,16190.0,Female,2018-08-17,94.0
582,,,,,,
583,FrxdpEqbUnlu,Sandy Point,1606.0,Prefer not to say,2016/07/02,100.0
584,phpmJQ0@Z741jRqI,Vieux Fort,5313.0,Prefer not to say,2018-08-29,46.0
585,cuGdF#Z2z^NX,Sandy Point,20669.0,Male,2016/08/26,112.0
586,v^1xByU6eKJI,Montego Bay,7786.0,Female,2016/12,84.0
587,^@VpUEah7OpHVj^C,Port of Spain,20830.0,Female,2018/04/26,57.0
588,I4kSbn,Vieux Fort,23003.0,Non-binary,2018/07/16,33.0
589,vF&2iTVv%PI6,Montego Bay,145.0,Non-binary,2018/05/08,39.0
590,vrWNKn^cqJSL,Chaguanas,23814.0,Non-binary,2018-10-04,98.0
591,Y@GgshC%RIe4ahHl,Montego Bay,1951.0,Non-binary,2018/10/17,24.0
592,Kni 9kX,Chaguanas,7873.0,Prefer not to say,2017/12/14,79.0
593,ngrWAO,Warrens,23504.0,Female,2018/05,71.0
594,g3P9vSveuD,Montego Bay,10532.0,Male,2016/11,112.0
595,fpMW5fD2!s,Sandy Point,8788.0,Non-binary,2018/09/30,64.0
596,PU11k1,Castries,16736.0,Male,2018/05,57.0
597,0zk2ChSu@gHAXxxS,Vieux Fort,11888.0,Non-binary,2017/12/14,26.0
598,beBu8AcBqN,Castries,21670.0,Female,2017/03/04,54.0
599,$JRbyz!gwJ,San Fernando,16427.0,Prefer not to say,2018/10/22,102.0
600,4@0IlFZk0T40,Sandy Point,20490.0,Non-binary,2018/06/27,18.0
601,,,,,,
602,OHY5zF,Warrens,16658.0,Female,2018-08-14,1.0
603,GY4DN@KFZD,Bridgetown,2837.0,Female,2017/08/01,23.0
604,*517X3eXv^OjzNcB,Gros Islet,18325.0,Female,2018/07/08,57.0
605,t^4 O4I,San Fernando,22872.0,Non-binary,2017/09,38.0
606,nnoO38FD*S,Basseterre,20499.0,Non-binary,2017/10/19,43.0
607,zvIs7l,Oistins,5079.0,Male,2017/05,12.0
608,kHa gDSZC,Basseterre,17691.0,Prefer not to say,2016/12,69.0
609,FcLXfn8u,Port of Spain,12299.0,Prefer not to say,2016/01/06,42.0
610,$N^2ke,San Fernando,17881.0,Non-binary,2017/07/14,27.0
611,v%VdvFdSd234,Sandy Point,21416.0,Male,2016/01/08,104.0
612,JiDLEgFv,Kingston,7365.0,Female,2016/02/11,7.0
613,7!vnhg9G,Gros Islet,160.0,Prefer not to say,2016/01/14,69.0
614,KaNBFUoZcrYQ94Vq,Oistins,7215.0,Female,2017/12/09,76.0
615,I!z57eJf16,Sandy Point,3588.0,Prefer not to say,2018/10/26,64.0
616,D0FNipeH,Chaguanas,17361.0,Non-binary,2016-05-06,35.0
617,GGmINaahIe4V,Kingston,21039.0,Prefer not to say,2016-05-02,41.0
618,Zan8LCcG,Montego Bay,6979.0,Non-binary,2016/02/18,26.0
619,SNFjYDiO,Basseterre,7784.0,Non-binary,2016-04-23,91.0
620,0JCQCv,San Fernando,3904.0,Female,2018/12/24,102.0
621,YtZFO3deXx,Vieux Fort,16138.0,Prefer not to say,2018-06-02,31.0
622,anI^nv,Montego Bay,526.0,Male,2017/03/29,82.0
623,01M1cr,Basseterre,12739.0,Female,2018/11/15,27.0
624,Tf^ XsPyqqC,Warrens,1184.0,Male,2018/11/10,22.0
625,urE1&Ekw8RDG,Bridgetown,11952.0,Male,2016-09-10,55.0
626,gmkhLaD$,San Fernando,14948.0,Non-binary,2016/07,36.0
627,#MwcK7QFV#N58hXF,Charlestown,13574.0,Female,2016/04/15,35.0
628,@7k9trcfpcdmGw#0,Port of Spain,21592.0,Male,2017/12/08,15.0
629,D37V59@4BG,Sandy Point,12921.0,Prefer not to say,2018/05/16,103.0
630,&5W!AOb8lh,Kingston,19008.0,Female,2016-08-29,6.0
631,nlAUz8F1Uu9uO*Y4,Vieux Fort,18740.0,Male,2018/10/20,88.0
632,k83URutCVUq*,Spanish Town,21764.0,Non-binary,2016/04/10,6.0
633,bO^bna,Charlestown,18811.0,Prefer not to say,2016/06/01,23.0
634,LbOaG8,Montego Bay,6716.0,Prefer not to say,2017/06,33.0
635,uksC#J$64VXj,Sandy Point,23899.0,Female,2017/05,116.0
636,*cYu#xpZa^!!P8#s,Warrens,11920.0,Female,2017/01/07,18.0
637,2@pi64OA4v,Port of Spain,6222.0,Female,2018-07-10,105.0
638,vNk C8n9Ea2ye^V^B,Kingston,10435.0,Prefer not to say,2016/02/22,116.0
639,^ctKoc,Vieux Fort,21443.0,Non-binary,2016/10/09,61.0
640,Q3S#fCYB,Bridgetown,23908.0,Female,2018/05/04,21.0
641,#oY0&n,Castries,4169.0,Prefer not to say,2018/09/27,4.0
642,m2eJwWkHG5l1,Basseterre,19757.0,Male,2017-06-19,114.0
643,s3tlA&Gp,Castries,4957.0,Prefer not to say,2016-08-03,31.0
644,L3Q#$pLX&56L,Kingston,13003.0,Female,2017/03/29,13.0
645,hpC#^UyjoTJE9*mU,Vieux Fort,20941.0,Male,2018/05/01,7.0
646,ie9Tx2^Y1Vg&B1lY,Basseterre,15806.0,Female,2017/04/18,29.0
647,PGeoLFL!,Sandy Point,11016.0,Male,2016/10/23,112.0
648,1HcogkNZdlzA,Bridgetown,15576.0,Female,2018/01/11,9.0
649,CUVl83EUxHoE,Sandy Point,2800.0,Prefer not to say,2016/09/06,59.0
650,m9nOoliH,Charlestown,11530.0,Prefer not to say,2016/03/16,86.0
651,O8WT2Hbd,Montego Bay,4734.0,Non-binary,2017/12/13,89.0
652,GPyDm3IOb3eP,Castries,8987.0,Female,2018-06-03,61.0
653,OgGaB8cko%PY,Oistins,3108.0,Female,2016/04/20,102.0
654,uAEkxQX!,Montego Bay,5894.0,Female,2018/11/06,79.0
655,CaUT!@CYLx,Charlestown,1453.0,Male,2017/05/25,41.0
656,T4%A9vpCo2xrWg%a,San Fernando,18837.0,Non-binary,2017/04,41.0
657,,,,,,
658,V%qf9smYxI,Montego Bay,5207.0,Female,2018/04/28,102.0
659,xeOHhUkVP1,Vieux Fort,2364.0,Non-binary,2017/05/30,49.0
660,sKY2rO42hky^f8Qk,Charlestown,14183.0,Non-binary,2018/08/24,46.0
661,xGNk*Dx$ilE4qIJ@,Castries,15676.0,Prefer not to say,2017/12/19,12.0
662,hkpyUuWGqRAo,Sandy Point,15337.0,Female,2016/03/14,100.0
663,ITRR8X0AER,Charlestown,21139.0,Prefer not to say,2017/08/07,46.0
664,GrJ!n1KioXy2Qc8w,Bridgetown,6832.0,Prefer not to say,2016/01/08,48.0
665,in*t7mH3,Charlestown,16413.0,Non-binary,2017/01,60.0
666,sJN$F7sY7!E$,Spanish Town,10379.0,Prefer not to say,2016/01/17,13.0
667,U4^mLYCTOdkA,Basseterre,16373.0,Male,2018-09-12,84.0
668,uuHba1jA^WQI2Zgv,Bridgetown,4951.0,Prefer not to say,2018-10-25,42.0
669,#1o!RHn%u@,San Fernando,9142.0,Male,2016/09/10,85.0
670,0#oLta,Sandy Point,1237.0,Female,2018/01/23,55.0
671,wDMpHAbt,Bridgetown,5779.0,Male,2016/03/19,62.0
672,RTnOpY4Wj3,Bridgetown,20071.0,Prefer not to say,2018/06/14,69.0
673,3hCO1a&@eX,Castries,6162.0,Female,2018-11-06,69.0
674,xbVr&UjO,Gros Islet,24532.0,Female,2016/11/11,89.0
675,zftVwAgWgU0z0f4k,Charlestown,19535.0,Non-binary,2017/08/24,29.0
676,zbJtAEC%,Warrens,1403.0,Male,2018/09/21,7.0
677,*vL7@g7Um^Yrna#0,Charlestown,2460.0,Prefer not to say,2016/05/07,33.0
678,fI&FyG1O*W6rXhxm,Sandy Point,24082.0,Prefer not to say,2016/07/20,93.0
679,JGF zo@*u5CeT903r,San Fernando,21757.0,Non-binary,2016/04,20.0
680,D0&^BErz&^Xr,Kingston,20542.0,Non-binary,2017/08,81.0
681,YTPNRNFegm8%,Oistins,14661.0,Female,2018/04/13,18.0
682,hOy K@!Hkk0,Port of Spain,20551.0,Male,2018/12/11,117.0
683,J9t $BLnb05jc,San Fernando,21078.0,Non-binary,2017/12,83.0
684,1BjEQL,Montego Bay,20828.0,Prefer not to say,2016/02/10,119.0
685,a@^gG!f9,Montego Bay,4810.0,Female,2018/09,57.0
686,DjBM@QXi2m7W,Charlestown,22943.0,Female,2016-12-09,118.0
687,uHA&!rd4P5,San Fernando,181.0,Prefer not to say,2016-08-30,120.0
688,12j0Z6WblQ,Montego Bay,9858.0,Female,2018/09/20,110.0
689,PALv*a,Port of Spain,3919.0,Prefer not to say,2018/03/04,70.0
690,*%N85*$#tGB6,Chaguanas,21557.0,Female,2016/11,23.0
691,PhJvBnV0E8&k,Vieux Fort,24922.0,Male,2016/02/13,108.0
692,Xmn97tJua08g,Chaguanas,18297.0,Prefer not to say,2016/07/24,75.0
693,DBHrs4!8h&PN,Castries,20400.0,Non-binary,2017/05/11,40.0
694,,,,,,
695,5dBMmK49,Kingston,24886.0,Prefer not to say,2017-07-04,16.0
696,zHR jeX^z%tsjWs%W,Charlestown,17324.0,Female,2016/12,26.0
697,!rozw3@@,Port of Spain,19607.0,Female,2017/03/11,9.0
698,lk&Ovd1BdHoWSq6v,Port of Spain,18536.0,Female,2017/08/01,89.0
699,doZx1qPieN,Sandy Point,18581.0,Prefer not to say,2017/02/14,12.0
700,UflN3%EpIYUa,Charlestown,518.0,Female,2016/11/22,86.0
701,aG!kdDXR,Sandy Point,23556.0,Non-binary,2017/02/20,11.0
702,ftz1a4Lo!h2b,Warrens,20121.0,Female,2017-03-08,78.0
703,3nrhWKXJ09,San Fernando,20599.0,Non-binary,2016/09,72.0
704,3!Cb*C,Basseterre,14303.0,Female,2017-10-12,47.0
705,vHD!fykf,Port of Spain,22305.0,Non-binary,2016/04/02,9.0
706,0pi nK7Wv,Sandy Point,20876.0,Female,2016/09/12,85.0
707,i$eqKKZx^v,Gros Islet,221.0,Male,2018/09/30,74.0
708,qu!njUSAxU#&,Spanish Town,16672.0,Female,2016/06/01,65.0
709,tx5 %mJ2SFOF1%tFw,Montego Bay,3446.0,Male,2018/10/28,23.0
710,d1yQiE0g2U8L,Spanish Town,7658.0,Prefer not to say,2016/12/06,79.0
711,9%wQ*j,San Fernando,3936.0,Female,2017/04/26,38.0
712,5UUO8M%WBt,Bridgetown,14434.0,Prefer not to say,2017/08/23,97.0
713,yIx1cVyE^*uN3ZWg,Port of Spain,21461.0,Male,2017/02/08,108.0
714,,,,,,
715,#Yb%9%2DkMp*,Sandy Point,21273.0,Male,2016/01/15,69.0
716,8TdnyB,Kingston,17502.0,Female,2017/09/12,32.0
717,GRKnqn7W,Chaguanas,5551.0,Male,2018/07/23,88.0
718,zECEQ3NtclIGP5YW,Gros Islet,24502.0,Female,2017/09/11,9.0
