Name,Email Address,Salt,Date of Birth
Sofía Charles Williams,Sofa.Williams-807@kkhairemporium.com,d6921782826233%^,1962/09/16
Jermaine Johnson,JERMAINE.JOHNSON@#.kkhairemporium.com,e8076e88e07737c9,1991/04/17
Tia van der Kringle,TIA.KRINGLE@mail.kkhair.net,9c882e07c301ee02,1974/11/28
Andre De la Cruz,ANDRE.CRUZ@kkhairemporium.com,242701469c1cf466,1978/08/28
 Marlon Morris  ,MARLON.MORRIS.512@mail.kkhair.net,08c7e53d5cc0646a,1961/07/02
Shanice Thompson,Shanice.Thompson@MAIL.KKHAIR.NET,c714584e7531f625,1975/08/05
Sofía Morris,Sofa.Morris@mail.kkhair.net,a5aad5ee5c172e80,1956/10/13
Renée  O'Connor,Rene.OConnor@loyalty.kkhair.com,8a32c0be13b55366,2001/10/20
Jermaine O'Connor,Jermaine.OConnor.665@kandk-hair.co,aa14d6ad0fff9674,1972/03/13
Sofía Williams Campbell,Sofa.Campbell@kkhairemporium.com,48fd0d0d8e48a5be,2004/05/09
Chloë Campbell,Chlo.Campbell@mail.kkhair.net,3b6e91b267e7edce,1965/05/03
Noël Dottin,Nol.Dottin@loyalty.kkhair.com,e5fa18b45dedeefa,1984/07/20
Renée Forde,RENE.FORDE@kkhairemporium.com,e0da80a73c144e97,1974/02/15
Rashida Jean-Baptiste,Rashida.Jean-Baptiste@mail.kkhair.net,92055a425cd1a8c9,1999/12/29
Jéssica Greenidge,Jssica.Greenidge-836@MAIL.KKHAIR.NET,7ee1933df2bd9ce7,1985/10/18
Mikaël Grant O'Connor,Mikal.OConnor@KKHAIREMPORIUM.COM,109f82474a9d0223,1982/02/23
 Jamal Dottin  ,Jamal.Dottin.725@kandk-hair.co,12cd9b563314266a,2005/05/20
Kofi Lewis,Kofi.Lewis@KANDK-HAIR.CO,0f281d6756960caf,2003/08/07
Rohan Núñez,Rohan.Nez@mail.kkhair.net,d8df83c7f241c73e,1970/02/17
José Thompson,JOS.THOMPSON@kkhairemporium.com,0aaa8cb85c7c87fe,1978/12/12
D’Andre Ramdeen,DAndre.Ramdeen.990@mail.kkhair.net,b1326d8078886f%^,1970/06/30
Rohan van der Kringle,Rohan.Kringle@loyalty.kkhair.com,e1820f33d329c88c,1962/05/01
Rashida Charles,Rashida.Charles_161@kkhairemporium.com,be2d9c43006f00e1,1998/09/23
 Tia van der Kringle  ,Tia.Kringle@kkhairemporium.com,c9bb9943bf7e5d90,1968/01/19
Kofi Brathwaite,Kofi.Brathwaite@loyalty.kkhair.com,204e6cc75bce6556,2000/04/21
Chloë St. Clair,CHLO.CLAIR@loyalty.kkhair.com,b309bf78dd98f67e,1960/02/10
Jamal Pérez,Jamal.Prez@mail.kkhair.net,c037aa005af60302,1981/05/27
Marlon García,MARLON.GARCA@MAIL.KKHAIR.NET,3d24764268b54181,1974/02/16
Shanice Joseph,Shanice.Joseph@kkhairemporium.com,b0c0a1d4e8acd7b1,1967/09/16
Jamal Baptiste,JAMAL.BAPTISTE@kkhairemporium.com,948cdf13cbc5ff91,1987/08/26
Tia Hernández Browne,Tia.Browne@kkhairemporium.com,0a79474430248873,1979/11/13
Kofi Ramdeen,Kofi.Ramdeen@domain_with_space.kkhairemporium.com,b4d6946f4a9954a6,1961/01/24
 Tia Núñez  ,Tia.Nez@mail.kkhair.net,1f92887030c289b4,1989/04/07
Jermaine Clarke,JERMAINE.CLARKE@loyalty.kkhair.com,4f86ed74f9166355,1983/11/04
Shanice Jean-Baptiste,Shanice.Jean-Baptiste.20@loyalty.kkhair.com,b8527f636d6caf5f,1993/05/14
Jermaine Browne,Jermaine.Browne_780@kandk-hair.co,f3bbe65fe033a93e,1973/06/12
Tyrone Baptiste,Tyrone.Baptiste@loyalty.kkhair.com,78e8a1480b7ef508,2002/01/11
Sofía Joseph,Sofa.Joseph@kkhairemporium.com,befe648aa73b25f4,1971/11/06
Sofía Joseph,Sofa.Joseph@loyalty.kkhair.com,17a0edbbb6ba2144,1984/07/31
 Andre Browne  ,Andre.Browne.752@kandk-hair.co,99e3dedc78407925,1991/04/25
Sade Ramdeen,Sade.Ramdeen@mail.kkhair.net,fd8886d75e1bd38d,1977/07/18
D’Andre Brathwaite,DANDRE.BRATHWAITE@LOYALTY.KKHAIR.COM,1846630c12f11b44,2002/06/08
 Mikaël Joseph  ,MIKAL.JOSEPH-491@LOYALTY.KKHAIR.COM,6e39e7419724e972,1993/02/15
Mikaël Morris,Mikal.Morris@kandk-hair.co,ae22522ce657b6%^,1979/06/17
Noël Thompson,Nol.Thompson@mail.kkhair.net,77021bb2c672f6c9,1957/07/04
Kirsten Williams,Kirsten.Williams@kandk-hair.co,02e1164fc50beeff,1962/08/05
Kirsten Ramdeen,Kirsten.Ramdeen.79@kandk-hair.co,aa5d5148f8f3355c,1972/09/02
Dwayne Williams,Dwayne.Williams@kandk-hair.co,3647bea69232af16,1988/02/22
Tanesha Johnson,TANESHA.JOHNSON@kkhairemporium.com,339583939026bc63,1970/02/09
Tia Holder,TIA.HOLDER_963@kkhairemporium.com,361a463bc5795804,1977/08/03
Kofi Núñez,Kofi.Nez@mail.kkhair.net,910761b20f49e4b8,1986/01/27
José Morris,JOS.MORRIS-214@loyalty.kkhair.com,d7cb0a082f7f4478,1998/09/05
Zoë De la Cruz,Zo.Cruz@kkhairemporium.com,c571da8007307d9b,1958/05/11
Marlon Joseph,Marlon.Joseph_757@MAIL.KKHAIR.NET,891edee54311e4__,1982/11/04
Tyrone Dottin,Tyrone.Dottin-577@MAIL.KKHAIR.NET,ae19970e749cdf81,1960/02/13
Noël Williams,Nol.Williams-803@mail.kkhair.net,984d28aa6ea4c4b1,1979/03/13
Andre Jean-Baptiste,Andre.Jean-Baptiste@mail.kkhair.net,8c8719d911d0c4c9,1966/04/18
 Andre Forde  ,ANDRE.FORDE@kandk-hair.co,c164b1797884eb47,1999/10/20
 Andre Clarke  ,Andre.Clarke-199@loyalty.kkhair.com,62e70b1f67ee734f,1979/09/08
Aaliyah Hernández,AALIYAH.HERNNDEZ@mail.kkhair.net,8c43fc869693dce8,1994/08/14
 Rohan Ramdeen-Browne  ,Rohan.Ramdeen-Browne.714@kandk-hair.co,8aafab49b4c3a286,1996/01/16
Sade Brathwaite,Sade.Brathwaite@kandk-hair.co,142b1368771d5fa5,1995/01/20
Chloë Williams,CHLO.WILLIAMS@loyalty.kkhair.com,94d9615f127f45ZZ,1987/06/14
Kirsten Alleyne,KIRSTEN.ALLEYNE@MAIL.KKHAIR.NET,7b2dad2798177370,2006/12/21
Shanice Clarke,SHANICE.CLARKE_951@kandk-hair.co,3df5135b073efaZZ,1964/06/09
Marlon Brathwaite,MARLON.BRATHWAITE@mail.kkhair.net,680d6c021b0591__,1997/01/30
Latoya Browne,LATOYA.BROWNE@kandk-hair.co,984e77acb472dec5,1968/12/14
Keisha Holder,Keisha.Holder@kandk-hair.co,396894223ea889af,1969/12/15
Dwayne Browne,Dwayne.Browne-746@kandk-hair.co,f571ae58a620248c,1976/05/28
Kofi Johnson,Kofi.Johnson-613@KKHAIREMPORIUM.COM,5a0462d10815f5d7,1965/02/13
Sofía Núñez,SOFA.NEZ_90@kkhairemporium.com,b7acb7a587fea1ed,1987/07/11
Noël Browne,Nol.Browne-577@mail.kkhair.net,2494dafa7a26fc7a,1980/07/04
Tyrone Joseph,Tyrone.Joseph@kandk-hair.co,7671b99297dd1506,1997/04/11
Zoë Lewis,ZO.LEWIS@mail.kkhair.net,b6ee35b5829b2ca2,1979/10/15
Sofía Forde,Sofa.Forde@kkhairemporium.com,917d7c8d0aba3d32,1984/12/25
Rashida García,Rashida.Garca@mail.kkhair.net,2d847034f9c03fc6,1963/02/12
Latoya Greenidge,Latoya.Greenidge@LOYALTY.KKHAIR.COM,5e9c6a47ad234070,1993/07/06
Tia Campbell,Tia.Campbell@kkhairemporium.com,07fb6b63648a4ead,1963/10/21
Khadija Campbell,Khadija.Campbell@kkhairemporium.com,454c3a80498968ae,1991/09/20
Kareem Alleyne,Kareem.Alleyne@kandk-hair.co,80a8df71bd315a63,1970/10/19
Kofi Núñez,KOFI.NEZ@loyalty.kkhair.com,d115c09d03e8a63c,1967/01/12
Sofía De la Cruz,SOFA.CRUZ@LOYALTY.KKHAIR.COM,f732f3f80068bc8c,1998/09/02
Rohan Best,Rohan.Best@kandk-hair.co,dd9163d6cf2ea482,1976/11/24
Anaïs Greenidge,Anas.Greenidge-635@mail.kkhair.net,9bcafe7c31680af6,1991/01/07
Renée Greenidge,Rene.Greenidge@kkhairemporium.com,aede34caf52435fb,1969/10/07
Jermaine Hernández,JERMAINE.HERNNDEZ@mail.kkhair.net,4731d91ef5d55a94,1973/06/29
Rashida van der Kringle,Rashida.Kringle@kandk-hair.co,d8f4ad19ce516d0c,1964/08/23
Tia Greenidge,Tia.Greenidge_754@kandk-hair.co,d2e0b271ae7537ce,2005/04/01
D’Andre Williams,DANDRE.WILLIAMS@mail.kkhair.net,e28187e934c3f700,1956/08/16
Zoë García,Zo.Garca_985@kkhairemporium.com,259ded8434b6c51e,1978/12/30
Dwayne Ramdeen,Dwayne.Ramdeen@MAIL.KKHAIR.NET,48fc835d36bbf8ac,1956/03/12
 Jermaine Williams  ,JERMAINE.WILLIAMS@loyalty.kkhair.com,4cafa16209e280ff,1971/05/11
Latoya Brathwaite,Latoya.Brathwaite@kkhairemporium.com,dff88fd26edc6c9c,1976/09/24
Latoya Grant,LATOYA.GRANT@loyalty.kkhair.com,d0fd528bfe7dc0a3,1963/05/10
Jéssica Dottin,Jssica.Dottin@loyalty.kkhair.com,f6ed71fe77dcd0ff,1984/03/28
Latoya Jean-Baptiste,LATOYA.JEAN-BAPTISTE@kandk-hair.co,86d3de56cdad1cff,1986/05/23
Jamal Grant Singh,JAMAL.SINGH@mail.kkhair.net,079c353b13c8a8dc,1988/03/02
Andre van der Kringle,ANDRE.KRINGLE_668@kandk-hair.co,883b5d89b4d9b823,1996/07/12
Shanice Pérez,Shanice.Prez_334@LOYALTY.KKHAIR.COM,bb20b84b4fa0bc18,2002/02/25
Kirsten Baptiste,Kirsten.Baptiste@mail.kkhair.net,498626dfbf5cd80a,1992/12/02
D’Andre De la Cruz,DANDRE.CRUZ-287@kkhairemporium.com,82a20cd0d57cb1ZZ,1991/10/26
Mikaël St. Clair-Jean-Baptiste,Mikal.Clair-Jean-Baptiste@kandk-hair.co,045cf31cdad05956,1994/12/28
Jermaine Thompson,Jermaine.Thompson@KKHAIREMPORIUM.COM,2a94c1e4923d8685,1961/04/03
Andre Dottin,ANDRE.DOTTIN@domain_with_space.KKHAIREMPORIUM.COM,6e2b372e98706e8e,1975/10/02
Latoya Ramdeen,Latoya.Ramdeen@kandk-hair.co,949d8f74ba1da40a,1974/08/20
Tanesha Brathwaite,Tanesha.Brathwaite@kkhairemporium.com,80513cfa71027829,1986/04/27
D’Andre Thompson,DAndre.Thompson@loyalty.kkhair.com,353cb5b13ba0973a,1994/05/27
Tia Johnson,Tia.Johnson@mail.kkhair.net,5ea2899009ca8c74,1980/12/11
Jermaine Johnson,Jermaine.Johnson@mail.kkhair.net,f0bdea30bd6df198,1997/11/01
José Singh,Jos.Singh-646@kandk-hair.co,50a0a60e5ff44fca,2004/11/28
Chloë Holder,Chlo.Holder@loyalty.kkhair.com,b3240671bcdd8469,2005/01/10
Renée Pérez-Greenidge,Rene.Prez-Greenidge@loyalty.kkhair.com,825de5ff8fc2190e,1969/11/02
 Keisha García  ,Keisha.Garca@KANDK-HAIR.CO,a287a18f22019a12,1976/09/30
 Tyrone Brathwaite  ,Tyrone.Brathwaite-886@loyalty.kkhair.com,3393c1b02fabf15c,2004/03/14
Renée Best,RENE.BEST@MAIL.KKHAIR.NET,c2e01d287dbf47ec,1964/05/26
Khadija van der Kringle,KHADIJA.KRINGLE@MAIL.KKHAIR.NET,5e5bf76de81351b8,1996/09/29
Aaliyah Baptiste,Aaliyah.Baptiste@kkhairemporium.com,136a58e22efb0b36,1965/10/19
Rashida Greenidge,Rashida.Greenidge@kandk-hair.co,73c04a04f080097d,1993/06/18
Jéssica Joseph,JSSICA.JOSEPH@mail.kkhair.net,ce52dc00cc25f195,2003/10/31
Zoë Clarke,Zo.Clarke@loyalty.kkhair.com,0ddd91af970f06e5,1985/01/01
Rohan St. Clair Jean-Baptiste,Rohan.Jean-Baptiste@mail.kkhair.net,90e8c803aee9dc43,1998/08/01
José Best,JOS.BEST-793@loyalty.kkhair.com,8dd5dd217bcbf819,1962/02/08
Kirsten Núñez,Kirsten.Nez@mail.kkhair.net,bb6fabfa5182ba55,1959/06/18
José van der Kringle,Jos.Kringle@MAIL.KKHAIR.NET,e995572c84344dbb,1997/02/24
Tia De la Cruz,TIA.CRUZ@kandk-hair.co,7effa56d6c39b883,2003/12/04
Dwayne De la Cruz,Dwayne.Cruz@MAIL.KKHAIR.NET,399883c8ac586804,1995/01/30
Anaïs Johnson,ANAS.JOHNSON@mail.kkhair.net,2d461c3b1f31dc3c,1974/10/05
Jéssica García,Jssica.Garca@kkhairemporium.com,32b327c008e19d99,1960/05/19
Noël Joseph,NOL.JOSEPH@KKHAIREMPORIUM.COM,5d57bb8688527033,1985/05/27
Sofía St. Clair,SOFA.CLAIR@kkhairemporium.com,cd6f27ef00a75254,1975/01/03
Devon De la Cruz,DEVON.CRUZ@mail.kkhair.net,5fbf317d60bcad5a,1989/05/22
Shanice  Campbell,Shanice.Campbell@loyalty.kkhair.com,6722197971ffac85,1965/11/26
Khadija Johnson,Khadija.Johnson@kandk-hair.co,230b73102e5a27c5,2003/09/26
 Kofi van der Kringle  ,Kofi.Kringle@kandk-hair.co,ebc5a18b12974be0,2006/12/10
Andre Dottin,Andre.Dottin@kkhairemporium.com,7903dfec4230a0f3,1958/02/21
Tanesha Thompson,Tanesha.Thompson@kkhairemporium.com,68ef7b938abd9e62,1990/07/26
Latoya Joseph,Latoya.Joseph@kkhairemporium.com,e68c1e6d6286226e,1968/08/11
Jermaine Singh,Jermaine.Singh@kandk-hair.co,59d32ad571cf028c,1962/08/05
Anaïs Greenidge,Anas.Greenidge_823@kandk-hair.co,d87dc77fbd28b7af,1999/06/30
Andre  Grant,Andre.Grant@MAIL.KKHAIR.NET,307ed65907096f82,1994/03/18
Aaliyah De la Cruz,AALIYAH.CRUZ@kkhairemporium.com,0f0ac1aaf6931c00,1989/01/18
Jermaine Alleyne,Jermaine.Alleyne@mail.kkhair.net,a191998e85e1e4b9,1968/07/04
Rashida Hernández Brathwaite,Rashida.Brathwaite_574@loyalty.kkhair.com,5acef9c72ff2c5dd,2002/04/29
Tia Holder,Tia.Holder-231@mail.kkhair.net,1257850050b7ca09,1990/10/31
José Pérez,Jos.Prez@kandk-hair.co,5b1d9206292f75db,1974/01/06
Anaïs Dottin,Anas.Dottin@kkhairemporium.com,279ea2781e82a0b4,1959/08/25
Marlon Johnson,Marlon.Johnson@loyalty.kkhair.com,1ff70a60178655%^,1987/09/07
Renée Holder-Ramdeen,Rene.Holder-Ramdeen@kandk-hair.co,02db9c0e9ad5ace0,1969/01/16
Sofía Charles,Sofa.Charles_306@loyalty.kkhair.com,032516cf52c84d2c,1992/09/15
D’Andre Browne,DAndre.Browne@kkhairemporium.com,71caef4234e3c303,1995/09/20
Shanice van der Kringle-García,Shanice.Kringle-Garca@kkhairemporium.com,9548b493c06b793f,1986/08/28
Mikaël St. Clair Johnson,Mikal.Johnson@mail.kkhair.net,60551c83ca9147ed,1966/05/16
Renée Jean-Baptiste,RENE.JEAN-BAPTISTE.254@kkhairemporium.com,2d556ecc53b82b21,1966/05/20
 Sade Holder  ,Sade.Holder@kandk-hair.co,fb604d28192dea51,2000/07/29
Noël Browne,Nol.Browne@loyalty.kkhair.com,44abbd08d003a346,1968/09/01
Kareem Pérez,Kareem.Prez@mail.kkhair.net,311d78e9208414__,1997/10/08
Zoë Best,Zo.Best@kandk-hair.co,b4899e0939b1ac66,1993/05/06
Renée Thompson,Rene.Thompson.630@mail.kkhair.net,e96c180a4e387d8f,1973/06/08
Dwayne Thompson,Dwayne.Thompson_927@mail.kkhair.net,f9149abedab35d__,1976/09/09
Tanesha De la Cruz,Tanesha.Cruz@kkhairemporium.com,f4581ab71c237008,2002/08/16
Jéssica Williams,Jssica.Williams@loyalty.kkhair.com,eb03ea0adcba1cac,1999/07/29
Chloë Baptiste,Chlo.Baptiste@loyalty.kkhair.com,e11c77c14f63adf5,1998/12/13
Devon van der Kringle,Devon.Kringle@kkhairemporium.com,2d99ce9eb5387b__,1989/03/07
Anaïs Lewis,ANAS.LEWIS@kkhairemporium.com,d297916f2b486312,1991/11/24
Dwayne Grant,Dwayne.Grant@mail.kkhair.net,9433f90088211e56,1981/04/29
Shanice Pérez,Shanice.Prez@MAIL.KKHAIR.NET,0b384ef142a7c33a,1962/02/10
 Latoya Thompson  ,Latoya.Thompson@loyalty.kkhair.com,77d13072381035e3,1967/03/06
Chloë Browne,Chlo.Browne@mail.kkhair.net,7cee20f04817b276,1963/09/17
Kirsten Baptiste,Kirsten.Baptiste@mail.kkhair.net,51e106f203074047,1963/09/09
Andre Lewis,Andre.Lewis@mail.kkhair.net,15c059dba42acc86,1995/05/09
Khadija Brathwaite,Khadija.Brathwaite@mail.kkhair.net,53dfc0d120cdae59,1988/02/25
Kareem García,Kareem.Garca@mail.kkhair.net,66c2858f82b2d74a,1960/10/10
Aaliyah Núñez,AALIYAH.NEZ@domain_with_space.kandk-hair.co,56a4106927e78a84,1997/11/29
 Andre Campbell-Dottin  ,Andre.Campbell-Dottin@loyalty.kkhair.com,bf865333b8a42f3c,1959/03/27
Kirsten García,Kirsten.Garca@kandk-hair.co,60b75bd5909f18d8,1984/08/24
Kofi Jean-Baptiste,Kofi.Jean-Baptiste@loyalty.kkhair.com,af616f06ef6241bd,1982/06/10
Khadija Forde,KHADIJA.FORDE_727@kandk-hair.co,7576c939799c550f,1960/01/02
Aaliyah Forde Charles,Aaliyah.Charles_853@loyalty.kkhair.com,d87a443f64948f51,1957/01/07
  Andre  Thompson  Williams    ,Andre.Williams_68@loyalty.kkhair.com,44ff04d19ecfe5bc,1994/02/13
Sade Morris,Sade.Morris_68@kandk-hair.co,d2dcf99df1f33a23,1999/04/30
Zoë Ramdeen,Zo.Ramdeen@MAIL.KKHAIR.NET,98114f885897e6cc,1959/09/06
Kareem St. Clair,Kareem.Clair@kkhairemporium.com,1fe19ba6002f6383,1970/06/09
Sofía Lewis-Núñez,Sofa.Lewis-Nez@kkhairemporium.com,cf5d0adb72868551,1959/03/10
Renée  Alleyne-Best,RENE.ALLEYNE-BEST@MAIL.KKHAIR.NET,ad57e58c8ac09b22,1957/10/24
Keisha Alleyne,KEISHA.ALLEYNE.146@loyalty.kkhair.com,0f679166f6c3b5cd,1989/04/27
Tanesha Baptiste,Tanesha.Baptiste@KANDK-HAIR.CO,4d8a85fd477c6490,1970/08/07
Jermaine Williams,JERMAINE.WILLIAMS-369@loyalty.kkhair.com,13c65e8b32ca2d0c,1981/07/27
Rohan O'Connor,Rohan.OConnor@mail.kkhair.net,edbb2cdec1546c89,2006/06/09
Kirsten Singh,KIRSTEN.SINGH@kandk-hair.co,eeac8f8034bb73ea,1955/02/09
Marlon Thompson,Marlon.Thompson@loyalty.kkhair.com,d1c8816b793ff669,1975/12/20
Jamal  De  la  Cruz,JAMAL.CRUZ@kkhairemporium.com,e5c7c5905784172f,1961/10/03
Anaïs Thompson,Anas.Thompson@loyalty.kkhair.com,0e81b3e06453eea1,1977/07/13
Kirsten Ramdeen,Kirsten.Ramdeen@kkhairemporium.com,4ade095d8cfb119c,1955/08/09
Jéssica Forde,Jssica.Forde@mail.kkhair.net,9b8520950925da81,2004/02/03
Zoë Charles,Zo.Charles@KKHAIREMPORIUM.COM,387582e0e34ffd77,1998/07/16
Jamal Best,Jamal.Best@kkhairemporium.com,3737ff868171af5a,1963/02/25
Aaliyah Morris,Aaliyah.Morris@mail.kkhair.net,8ca04298b88e4b9e,1959/12/10
D’Andre Grant,DAndre.Grant@mail.kkhair.net,942737dfa876fff4,1994/08/04
Jermaine Williams,JERMAINE.WILLIAMS@KANDK-HAIR.CO,970f598f70f3425b,2003/06/02
Rashida Browne,Rashida.Browne@domain_with_space.LOYALTY.KKHAIR.COM,5b545a9ca8fc72d2,1986/10/01
José Joseph,Jos.Joseph@loyalty.kkhair.com,b95196c5fac8fa1e,1993/09/04
Andre Brathwaite,Andre.Brathwaite@kkhairemporium.com,df2139922d7544b3,1978/01/30
Kofi Best,Kofi.Best@mail.kkhair.net,9dbee37e3b685e65,1996/08/25
Zoë Clarke,Zo.Clarke@loyalty.kkhair.com,dbfb94070367ec22,1995/12/29
 Sade Morris  ,SADE.MORRIS@loyalty.kkhair.com,0cac94ed605c65ce,1975/04/22
Tyrone Ramdeen,Tyrone.Ramdeen@mail.kkhair.net,a91b9f879fa4f59a,1996/02/10
Jermaine Joseph,Jermaine.Joseph@kkhairemporium.com,5bc6ef635b59bf13,1963/07/10
Marlon Charles,Marlon.Charles@kandk-hair.co,63d2404df94ffa3a,1994/06/14
Keisha Brathwaite,KEISHA.BRATHWAITE@kkhairemporium.com,b3a542dbc261e7e2,1981/02/07
Jamal Campbell,Jamal.Campbell@mail.kkhair.net,da3c63e5f3a86d52,1972/07/07
Chloë Morris,Chlo.Morris@mail.kkhair.net,106817a5f3f64162,1994/03/21
Keisha Greenidge,Keisha.Greenidge.56@mail.kkhair.net,ccd940075ca171a4,1963/09/02
Rashida Lewis,RASHIDA.LEWIS.605@mail.kkhair.net,c436a9ac2873b669,2006/09/16
Zoë Campbell,ZO.CAMPBELL_300@mail.kkhair.net,842a2fa0fd727481,1979/08/15
Kirsten Browne,Kirsten.Browne@mail.kkhair.net,ed589a5e96007f1d,1980/09/25
Devon Núñez Clarke,DEVON.CLARKE@kkhairemporium.com,32e60c7428a4ec__,1971/10/14
Shanice Singh,Shanice.Singh@loyalty.kkhair.com,acc4701bc098c3b0,1967/06/06
Tia Hernández,Tia.Hernndez.982@LOYALTY.KKHAIR.COM,b12a87ae31fe8393,1965/03/29
Dwayne Jean-Baptiste,DWAYNE.JEAN-BAPTISTE@mail.kkhair.net,55cd893c39c57c6a,1960/05/13
Rohan Grant,ROHAN.GRANT_767@kandk-hair.co,a8636af90e9e80e6,1968/08/03
Chloë Johnson,CHLO.JOHNSON@loyalty.kkhair.com,d21872c94e5601e0,1989/07/22
Mikaël Johnson,MIKAL.JOHNSON@kandk-hair.co,8a6f3a18a3cfef12,1986/08/31
Tyrone Holder,Tyrone.Holder@mail.kkhair.net,cc3851f050e0d7b3,1983/07/18
Jermaine Dottin,Jermaine.Dottin@kandk-hair.co,5acd8e826723b2d7,2003/05/23
Mikaël  Brathwaite  Best,Mikal.Best-585@kkhairemporium.com,c8a96cfdfdf9cf5c,1991/08/20
Kareem Best,Kareem.Best@loyalty.kkhair.com,c2920cc2b565ae1a,1958/11/19
Chloë García,Chlo.Garca@KKHAIREMPORIUM.COM,477b2337ff7e5eec,2002/11/10
Mikaël O'Connor,MIKAL.OCONNOR-421@kandk-hair.co,7af23d98dd8f3651,1964/01/06
Anaïs O'Connor,Anas.OConnor@mail.kkhair.net,83b226160ecc2f0c,1964/07/14
Sade Holder,SADE.HOLDER@kandk-hair.co,1cdc7e43b6b819f1,1987/11/08
José Brathwaite,Jos.Brathwaite@mail.kkhair.net,076b81d2d6086845,1999/07/01
Jermaine Núñez,Jermaine.Nez@kandk-hair.co,2ceb03736e1e82ZZ,1979/10/21
Sofía Dottin,SOFA.DOTTIN@kandk-hair.co,97521a9cd3fe61f0,1961/10/25
Tia O'Connor,TIA.OCONNOR_744@KKHAIREMPORIUM.COM,1be5fbd45053ea56,1956/12/18
Dwayne Charles,Dwayne.Charles@mail.kkhair.net,5ffd1dce950a0af9,1967/12/10
Jermaine De la Cruz,JERMAINE.CRUZ_235@kkhairemporium.com,08cf64ea8ad4f3ZZ,1978/04/10
Devon Charles,DEVON.CHARLES@kandk-hair.co,152a34b26c81a93c,1969/10/26
Jéssica Jean-Baptiste,Jssica.Jean-Baptiste@loyalty.kkhair.com,df71ba52d8ad4486,1967/03/21
Noël Charles,Nol.Charles@kkhairemporium.com,bed15e63d07b14ZZ,1966/05/12
Dwayne Clarke-Núñez,Dwayne.Clarke-Nez@mail.kkhair.net,77fd54678a13a83f,1988/02/10
Keisha Grant-Best,KEISHA.GRANT-BEST@kandk-hair.co,63746f1888ca0362,1987/11/30
Renée Morris Greenidge,RENE.GREENIDGE@mail.kkhair.net,0d093dc0bcc32542,1998/02/19
Renée  Johnson,Rene.Johnson-893@kandk-hair.co,0027715380802275,2005/02/10
Kareem Hernández,Kareem.Hernndez@mail.kkhair.net,4cbd3fc24ccd3c5e,1957/05/28
Sade Morris,Sade.Morris@kandk-hair.co,cae1e7b8c0b42eZZ,1955/04/10
Latoya García,Latoya.Garca@kkhairemporium.com,f9e09cf33e59ac78,1988/07/10
Noël Jean-Baptiste,Nol.Jean-Baptiste@KKHAIREMPORIUM.COM,045273c1a169c32f,1963/01/24
Aaliyah Jean-Baptiste,Aaliyah.Jean-Baptiste@KANDK-HAIR.CO,477a376b62b7bd5e,1982/11/29
Aaliyah García,AALIYAH.GARCA@domain_with_space.kkhairemporium.com,6c25a839a4f8fb08,1980/05/23
Kofi Williams,Kofi.Williams@LOYALTY.KKHAIR.COM,32a9433a834caa3f,1990/05/04
Devon Johnson,Devon.Johnson@loyalty.kkhair.com,bb662bdca878e34d,2001/02/09
Tyrone Campbell,TYRONE.CAMPBELL@kkhairemporium.com,d0184bedaf25a89b,1994/07/07
Rohan van der Kringle,Rohan.Kringle_445@KKHAIREMPORIUM.COM,366902f298abfdcc,1973/02/02
Rashida Grant,Rashida.Grant@loyalty.kkhair.com,762874ec9c346ba8,1968/03/19
Jamal García,Jamal.Garca@kandk-hair.co,b328d4eacd52fc5e,1970/11/22
Marlon Charles,MARLON.CHARLES_672@kandk-hair.co,592fdde1c655cdZZ,1955/08/23
Jamal Browne,Jamal.Browne@loyalty.kkhair.com,328af50bba753cab,1968/10/29
Mikaël Alleyne,Mikal.Alleyne@loyalty.kkhair.com,d383d7e0e5f840__,1981/05/11
Aaliyah Hernández,Aaliyah.Hernndez@kkhairemporium.com,36e12c909fc7709f,1963/12/23
Rohan De la Cruz,Rohan.Cruz.117@kkhairemporium.com,5ad7865a20320563,2006/04/13
Tanesha Brathwaite,Tanesha.Brathwaite@domain_with_space.KKHAIREMPORIUM.COM,9e15c3a9ccd40f5e,1976/02/16
Jamal Hernández,Jamal.Hernndez@LOYALTY.KKHAIR.COM,7e734b083fbe7454,1998/02/24
Jéssica Lewis,Jssica.Lewis@mail.kkhair.net,e5aae7031f4a9570,1997/08/25
Renée Williams,Rene.Williams@loyalty.kkhair.com,e2e90dcce840c36f,2002/09/19
Renée Browne,Rene.Browne@loyalty.kkhair.com,fe47cef60ea2d60c,1991/04/11
José Singh,Jos.Singh@kandk-hair.co,99f652fea9ae9fe0,2001/09/25
Tia Alleyne,TIA.ALLEYNE@loyalty.kkhair.com,7faa66772874b9a5,1970/08/06
Tanesha  Ramdeen,TANESHA.RAMDEEN@KANDK-HAIR.CO,f9207eb393c8dc56,1995/09/20
 Devon Holder  ,Devon.Holder@loyalty.kkhair.com,6f0e27d094243019,1998/07/10
 D’Andre Lewis  ,DAndre.Lewis@mail.kkhair.net,47a6a2eb419ef019,1955/08/27
Keisha Núñez,Keisha.Nez@kandk-hair.co,c2bf707fa38946de,1956/11/22
 Rashida Joseph  ,Rashida.Joseph@kandk-hair.co,5851c1b23cfd0a87,1968/08/26
Aaliyah Campbell,Aaliyah.Campbell@kkhairemporium.com,22ce02f6b0a99b63,1974/12/12
