  Name  nsuef,Email Addresshbjjb ,Salt %^bh ,Date of Birth   
Renée De la Cruz,RENE.CRUZ@kkhairemporium.com,9453eb7ebe051081,1983/09/23
Jermaine O'Connor,Jermaine.OConnor@MAIL.KKHAIR.NET,d1f75f97acb3ec59,1992/10/29
Devon Dottin,Devon.Dottin@kkhairemporium.com,8cf4e2d02292637b,1969/08/24
Jéssica Grant,Jssica.Grant@kkhairemporium.com,10ce4382e8d37a5c,1978/10/11
Jamal Singh,Jamal.Singh@mail.kkhair.net,7d438ab1cf010949,1977/06
Rashida Hernández-Greenidge,Rashida.Hernndez-Greenidge@kkhairemporium.com,ab710d5535495edf,1997/7/9
Shanice Johnson,SHANICE.JOHNSON@KANDK-HAIR.CO,7fa7dbc1eb5b8594,2005/01/05
Jéssica Charles,Jssica.Charles@kkhairemporium.com,b012c718a61c7a48,1975/08/02 
Anaïs Charles,Anas.Charles.635@kandk-hair.co,8cd419af4f38e48c,1963/01/13
Latoya Clarke,Latoya.Clarke@kandk-hair.co,,
Andre  Clarke,Andre.Clarke@MAIL.KKHAIR.NET,220cb922790ea3c8,1997-02-11
Rashida Best,Rashida.Best.699@MAIL.KKHAIR.NET,c074024dbe5c0920,2006/04/14 
Tyrone Lewis,TYRONE.LEWIS-182@kandk-hair.co,bf1ad4044bf0012c,1985/09/12
Tyrone Best-Ramdeen,Tyrone.Best-Ramdeen@kkhairemporium.com,32a5d21b7e14611e,1993/08/05
Tyrone Singh,Tyrone.Singh@kkhairemporium.com,2e96be87a4d1c8d1,1995/03
José Morris,Jos.Morris-164@kandk-hair.co,9037323ec304a9__,1970/11
Rohan Jean-Baptiste,Rohan.Jean-Baptiste@,1bb07210c9690630,1966/04/23
Keisha Morris-Joseph,Keisha.Morris-Joseph@mail.kkhair.net,b700cfec5aa065b0,1974/01/24
Devon Morris,Devon.Morris_6@mail.kkhair.net,aeaea525d95c177d,1971/01/28
Shanice Browne,SHANICE.BROWNE@kandk-hair.co,aef53c11a7f62c4f,2000/9/2
Tanesha Forde,Tanesha.Forde@domain_with_space.kandk-hair.co,0416184744efb437,1972-05-26
Kofi Charles,Kofi.Charles@kkhairemporium.com,08782cc54263df01,2004/12/26
Kirsten Alleyne,Kirsten.Alleyne_582@mail.kkhair.net,aa8431f3d4792c87,1985/05/25
Tia Clarke,Tia.Clarke@mail.kkhair.net,f8ccc2d68425a9b0,1955/09/17
Tyrone Campbell,TYRONE.CAMPBELL@mail.kkhair.net,9a961ed7e73003fb,1967/09/30
Chloë Browne,Chlo.Browne@,6e03811b4e20baZZ,1998/05/29
 Khadija Pérez  ,KHADIJA.PREZ@kandk-hair.co,bb67454e76509bf7,1975-03-26
  Anaïs  Jean-Baptiste    ,Anas.Jean-Baptiste-103@loyalty.kkhair.com,644503984b455bc1,1985/04
Sade Williams St. Clair,Sade.Clair@,2b2d822aad802c6a,1999/07/23 
Mikaël Singh,MIKAL.SINGH@ mail.kkhair.net,db769632ca960a57,1959/02
Jermaine Ramdeen,Jermaine.Ramdeen@kandk-hair.co,7f61c8d5ee23b4c7,1959/06/12
Kirsten De la Cruz,Kirsten.Cruz@loyalty.kkhair.com,8d805471ad4f6837,1955/09/19
Kirsten Jean-Baptiste,Kirsten.Jean-Baptiste@KKHAIREMPORIUM.COM,af0d2628b968acc7,1974/12/28
Dwayne Campbell,Dwayne.Campbell@mail.kkhair.net,2fe92e86196a147b,1969/08
Marlon Clarke,Marlon.Clarke.126@mail.kkhair.net,158b612578f57068,1966-10-29
Zoë Dottin,Zo.Dottin@mail.kkhair.net,e4f4a254a1acc984,1998/07
Andre De la Cruz,Andre.Cruz@MAIL.KKHAIR.NET,554fc877e550b944,1970/10/21 
D’Andre Browne-Alleyne,DANDRE.BROWNE-ALLEYNE@loyalty.kkhair.com,fa55b40d2cb2440b,1969/02
Kirsten Alleyne St. Clair,KIRSTEN.CLAIR@kkhairemporium.com,254352b93b4ddfc9,1964/04/30
Jéssica O'Connor,JSSICA.OCONNORKANDK-HAIR.CO,39f32fe4d8356301,1993/10/03
Rashida St. Clair-Holder,Rashida.Clair-Holder@kandk-hair.co,fd2a3c5ce37d9302,2000/05/19
Kirsten Dottin,Kirsten.Dottin.536@kkhairemporium.com,bd79bf504ccbcc5b,1963-06-14
Devon  Grant-Baptiste,Devon.Grant-Baptiste.469@loyalty.kkhair.com,a6c3c9089a05c0a5,1957/10
Devon  Charles,Devon.Charles@kandk-hair.co,1bcc3b60bc9386e9,2006-02-02
Kofi Singh,Kofi.Singh@domain_with_space.mail.kkhair.net,4ad55530a769e08f,1989/11/18
Keisha Núñez,Keisha.Nez@kandk-hair.co,5595b4a3c3afb2ZZ,2002/06/20
Jamal Holder,Jamal.Holder@loyalty.kkhair.com,6d22675d1f52b5ff,1980/08/03
Dwayne Lewis,Dwayne.Lewis@mail.kkhair.net,0131af707a532d99,1981/06/13
Andre Browne,Andre.Browne@kkhairemporium.com,c325606ad327f28a,1957/01/12
 Zoë Joseph  ,Zo.Joseph@kkhairemporium.com,4f94ab37d11a3319,1967/3/3
Marlon Pérez,MARLON.PREZ@mail.kkhair.net,33c97c147ff5e05d,1988/12/06
Rashida Jean-Baptiste,Rashida.Jean-Baptiste@LOYALTY.KKHAIR.COM,8e37a60d1dfc8055,1979/12/17
Rohan Grant,ROHAN.GRANT@mail.kkhair.net,003b6d054c4b85ZZ,1975/11/15
Tanesha Holder,TANESHA.HOLDER.495@loyalty.kkhair.com,d655b2f94590865d,2002/11/14
Jéssica Morris-Holder,JSSICA.MORRIS-HOLDER@kandk-hair.co,00e6e261e55236c1,1997/05/26
Dwayne Jean-Baptiste,DWAYNE.JEAN-BAPTISTE.407@kkhairemporium.com,4fd2e9048bbb3c14,2006/08/01
Khadija O'Connor,Khadija.OConnor.113@kkhairemporium.com,d8e1537da8d54052,1972/11/17
Keisha  Johnson,Keisha.Johnson@kkhairemporium.com,a92df8c7110877d3,1976/12/01
Kirsten Clarke,Kirsten.Clarke@loyalty.kkhair.com,447e904c41b2f8a4,1987/03/01
Chloë Browne,CHLO.BROWNE.888MAIL.KKHAIR.NET,202564d2b2408b0f,1994/01/17
Zoë O'Connor,Zo.OConnor@kandk-hair.co,0cdcbc4482ede89f,1962/03/23
Keisha Brathwaite,KEISHA.BRATHWAITE@loyalty.kkhair.com,24e70d797a9528d0,1991/5/8
Tia Morris,Tia.Morris@kkhairemporium.com,3c4b1839eab0326e,1985/04/18
Anaïs Williams,Anas.Williams@mail.kkhair.net,d30590bbe1058964,1990/06/17
José O'Connor,Jos.OConnor_859@mail.kkhair.net,37499270093d20ZZ,1988/01/16
Jéssica Williams,Jssica.Williams@kkhairemporium.com,bf3ab84c1e57c049,1994/01/14
Rashida van der Kringle,Rashida.Kringle@mail.kkhair.net,cc4e591edd840ec6,1961/01/24
Tia Ramdeen,Tia.Ramdeen@kandk-hair.co,,
Anaïs Greenidge,ANAS.GREENIDGE@mail.kkhair.net,3d065505d0385c8f,1960/06/07
Tanesha Núñez,TANESHA.NEZ@mail.kkhair.net,a3774e5f5253c7b1,2005/07/12
Zoë Baptiste,Zo.Baptiste_559@,6765057b214bab13,1975/04/19
Chloë Campbell,CHLO.CAMPBELL@kkhairemporium.com,9b8520c5826ea345,1961/10/26
Shanice Ramdeen,Shanice.Ramdeen@@loyalty.kkhair.com,86433971efe48e4b,1977/07/19
Jéssica Browne,JSSICA.BROWNE.966@kkhairemporium.com,,
  Devon  Ramdeen    ,Devon.Ramdeen@@mail.kkhair.net,910721277b65459e,1974/12/07
José Holder Singh,Jos.Singh@mail.kkhair.net,d9463cb8936e5efc,1997/10/04
Kofi Ramdeen,Kofi.Ramdeenloyalty.kkhair.com,c8e05b9b7c4d18e5,1993/12/04
Rashida Forde,Rashida.Forde@ mail.kkhair.net,bd8de4c7c2b92b11,1997/08/25
Khadija Campbell,Khadija.Campbell@kkhairemporium.com,820eda6a1cf6d695,2000/03/10
Aaliyah García Forde,Aaliyah.Forde@,985c9506727a9039,2005/09/27
Kirsten Baptiste,Kirsten.Baptiste@loyalty.kkhair.com,e13f14d91e16012e,1968/06/23
Noël Johnson,Nol.Johnson_544@kandk-hair.co,6ac58af02509495b,1956/08/31
Andre Holder,Andre.Holder@kkhairemporium.com,ef7b8cd4647d1cce,2002/06/15
Tia Best,TIA.BEST@mail.kkhair.net,d0937851873a6624,1991-02-08
Latoya Brathwaite,Latoya.Brathwaite.628@@mail.kkhair.net,0fdd38c41bc402fb,1955/04/02
Latoya De la Cruz,Latoya.Cruz-508@KANDK-HAIR.CO,66e1695998e908__,2002/12/15
 Rashida Pérez  ,Rashida.Prez@kkhairemporium.com,0709a9380745206c,1969/05/20
Rohan Jean-Baptiste,Rohan.Jean-Baptiste_955@kandk-hair.co,132972264cc33a8a,1985/10
Tanesha Holder,Tanesha.Holder@kkhairemporium.com,8dfcd4d57ac0b704,1961/08/11
Mikaël van der Kringle,MIKAL.KRINGLE.602@kkhairemporium.com,08a56ebeb735c1%^,1986/04/18
Shanice van der Kringle,Shanice.Kringle@ loyalty.kkhair.com,dc07d3d49d0e09e4,1991-06-08
Jermaine Ramdeen Williams,Jermaine.Williamsloyalty.kkhair.com,cd9c6dac376af8ec,1955/08/15 
José St. Clair,Jos.Clair.882@MAIL.KKHAIR.NET,4147503802d67589,1981/08/21
Shanice Clarke,SHANICE.CLARKE@kandk-hair.co,1cc9f0e06b17c1aa,2000/03/01
Sofía Clarke,Sofa.Clarke@kandk-hair.co,28d1aa0964dd9644,1978/01/29
Khadija St. Clair,Khadija.Clair@kandk-hair.co,1c268bc9e8c0ade8,1989/09
Sade Baptiste,Sade.Baptiste@loyalty.kkhair.com,ad491b2dcb8a3458,1978-04-30
Tyrone Núñez,Tyrone.Nez.341@kkhairemporium.com,fff48a4836bc809a,1996/08
D’Andre Campbell,DAndre.Campbell@kandk-hair.co,eef9debb392d8560,1966/08/02
 Dwayne Núñez  ,DWAYNE.NEZ_394@mail.kkhair.net,94cba9d0d474e47f,2000/02/02
Latoya Brathwaite,Latoya.Brathwaite@kkhairemporium.com,68ed6040fc247c35,1957/07/01
Rashida Singh,Rashida.Singh@mail.kkhair.net,6abe0fe73563aaa1,1983/07/22
Jéssica Williams,Jssica.Williams@kandk-hair.co,ee14798bd98df907,1992/12/21
Renée Greenidge,Rene.Greenidge@KANDK-HAIR.CO,2cb2b87dc0e699cf,1989/11
Tia Ramdeen,TIA.RAMDEEN@kkhairemporium.com,4c97604db0c536dc,1966/01/17
Kirsten Charles,Kirsten.Charles@,0567b2e9cbd94c13,1977/02/05
Sade Clarke,Sade.Clarke.214@loyalty.kkhair.com,728b8c2bf964b238,1996/02/02
José Joseph,Jos.Joseph@MAIL.KKHAIR.NET,530f2e31cad94ae1,2004/02/27
Chloë  St.  Clair,CHLO.CLAIR@kandk-hair.co,a28a403cd76444%^,1975/10/28
Aaliyah Joseph,Aaliyah.Joseph.613@@loyalty.kkhair.com,058dd6851b7def78,2004/05/10
Noël van der Kringle,Nol.Kringle@loyalty.kkhair.com,a7a6d4a7496cf493,1962/05
Chloë Campbell,Chlo.Campbell@kkhairemporium.com,,
 Tanesha Joseph  ,Tanesha.Joseph-720@,313c35b03c781267,1979/05
Tanesha  Núñez,Tanesha.Nez@KKHAIREMPORIUM.COM,21794368a98416a6,1960/07/04
Renée Grant,Rene.Grant@MAIL.KKHAIR.NET,c9d62721f93c3957,1965/09/03 
Sade Browne,Sade.Browne_649@loyalty.kkhair.com,9710b3adebc6bb94,1971/07/12
Anaïs Alleyne,Anas.Alleyne_807@MAIL.KKHAIR.NET,3f440fd5633b5474,1971/03
Marlon Holder,Marlon.Holder@kkhairemporium.com,bf1e704020939a79,1984/11/13
Rashida Ramdeen,Rashida.Ramdeen@mail.kkhair.net,90850dd19b4d0c21,1992/09/17
Khadija Lewis,Khadija.Lewis.870@mail.kkhair.net,182e493aa7c3aaae,1957/08/01
Noël Forde,NOL.FORDE@domain_with_space.KANDK-HAIR.CO,544092de53b75cc6,1955/06/12
Kofi Campbell,Kofi.Campbell.23@kandk-hair.co,90e4709b6472cee2,1988/10/22
Keisha García,Keisha.Garca@kkhairemporium.com,fd6a7446f3b424c9,1987/12/25
Rohan Williams,Rohan.Williams@mail.kkhair.net,3380cb5dc95de7b2,1998/10
Dwayne St. Clair,DWAYNE.CLAIR@loyalty.kkhair.com,4edf57a0e6884243,1988/04/22
 Chloë Singh  ,Chlo.Singh@kandk-hair.co,6d74d60324401984,1977/09/16
Noël Brathwaite,NOL.BRATHWAITE@kandk-hair.co,a9c3fb1161982191,1960/09/24 
Sofía Alleyne,SOFA.ALLEYNE-563@loyalty.kkhair.com,,
Tia De la Cruz,TIA.CRUZ@kkhairemporium.com,e5fcd78a2b15a4b9,1976-05-26
Sofía Alleyne,SOFA.ALLEYNE@KKHAIREMPORIUM.COM,fef3d3f3cbdbcced,1988/11/17
Keisha Dottin,Keisha.Dottin@loyalty.kkhair.com,312c4d0014cb68ea,2004/11/28
Noël Grant,Nol.Grant@kkhairemporium.com,85f4901140c129c0,1957/02/28
Devon Campbell-Baptiste,DEVON.CAMPBELL-BAPTISTE@kkhairemporium.com,87edd27dc50244d2,2006/4/28
Tyrone De la Cruz,Tyrone.Cruz@loyalty.kkhair.com,c46d7db02c5ec555,1994/01/09
Jamal Williams,Jamal.Williams-998@#.MAIL.KKHAIR.NET,3caf624bcb2e23__,1987/05/24
Chloë Joseph,CHLO.JOSEPH_412@loyalty.kkhair.com,f60485cd48eb7f90,1984/04/21
Tanesha Alleyne,Tanesha.Alleyne@mail.kkhair.net,f6dc9a740efbf097,1991/08/26
Andre Greenidge,Andre.Greenidge@kandk-hair.co,b3b1409a05396a72,1996/08/17
Anaïs Lewis,ANAS.LEWIS@LOYALTY.KKHAIR.COM,d127a32f9bba7e1d,1971/09/24
Kofi Núñez Ramdeen,Kofi.Ramdeen_946@loyalty.kkhair.com,68719b29414b7c__,1967/12/27
Marlon Best,Marlon.Best_703@kandk-hair.co,653d421f74537c2a,1996/04/24
Shanice Williams,Shanice.Williams@MAIL.KKHAIR.NET,1718068deb9247ZZ,2004/04/17
Andre Dottin,Andre.Dottin@mail.kkhair.net,9fdf5110b42831f0,1993/11
Kofi Alleyne,KOFI.ALLEYNE-511@kkhairemporium.com,c34cce70bbf6e36f,1959/03
Marlon Johnson,Marlon.Johnson@MAIL.KKHAIR.NET,70087f7c72b5435f,1989/5/22
José Ramdeen,Jos.Ramdeen@mail.kkhair.net,,
Jamal Dottin,Jamal.Dottin@mail.kkhair.net,a811917f5b9ba7ad,1976/01/12
Anaïs Baptiste,Anas.Baptiste.187@KANDK-HAIR.CO,fca1d9be48153ef6,1963/05/04
Jamal St. Clair,Jamal.Clair@kkhairemporium.com,99859840587b09ed,1963-02-25
 Dwayne García  ,Dwayne.Garca_395@#.kkhairemporium.com,5157fccdd55b77c2,1963/05/02
D’Andre Grant,DAndre.Grant@KANDK-HAIR.CO,86a0b5b8f07dd9a6,1963/08/16
Zoë O'Connor,Zo.OConnor@mail.kkhair.net,8e3acfbdda0a2d03,1981/3/30
Mikaël Browne,Mikal.Brownekandk-hair.co,fd5c92d797d1c6ab,1962-08-03
Rohan Lewis,Rohan.Lewis@mail.kkhair.net,2f1e73e98beed5d4,1990/03/16
Jéssica Pérez,Jssica.Prez@kkhairemporium.com,66111181dbcb4798,2002/02/17
Keisha Morris,Keisha.Morris@LOYALTY.KKHAIR.COM,d2df08edcc40b4bc,1988-08-20
Andre  Holder  Núñez,Andre.Nez@mail.kkhair.net,57f7b2dd9ff93626,1961/11/06
José Hernández,Jos.Hernndez@mail.kkhair.net,379211628c684595,1988/03/11
Kareem Thompson,Kareem.Thompson_828@loyalty.kkhair.com,534d8a41d9230d3c,1989/02/20
Sofía van der Kringle,Sofa.Kringle@MAIL.KKHAIR.NET,bf44e165401e8af4,1972/03/02
Noël Grant,NOL.GRANT@loyalty.kkhair.com,abd47fecbd726c1d,1967/05/21
 José Ramdeen  ,Jos.Ramdeen-829@ kkhairemporium.com,8cdac45b55503647,1958/09/29
Latoya Brathwaite,Latoya.Brathwaite-331@loyalty.kkhair.com,3fd8a78dba2bd93c,1993/04
Tyrone Joseph,Tyrone.Joseph@kandk-hair.co,8066902a7e7bccf3,1984/4/10
José Joseph,Jos.Joseph@kandk-hair.co,feaa425c5d86bcf8,1990-06-23
Rohan De la Cruz,Rohan.Cruz.779@kandk-hair.co,97dff3ad54081fc7,1965/02/05 
José Charles,Jos.Charles@LOYALTY.KKHAIR.COM,a474bbb0bf9fb3__,1978/07/20
Dwayne Johnson,Dwayne.Johnson@kandk-hair.co,13e1ce81fd5aa3c4,1987/10/05
Rashida Charles,Rashida.Charles@loyalty.kkhair.com,de280601e7bdb4c0,1985/09
Keisha Núñez,Keisha.Nez@kandk-hair.co,a89233a26ce60a41,2003-06-08
Rohan Núñez,Rohan.Nez@mail.kkhair.net,df2d53f419c193__,1969/07/09
Tyrone Brathwaite,TYRONE.BRATHWAITE@KKHAIREMPORIUM.COM,a727c4a5c0453d0e,1979/10/17
Jamal Clarke,JAMAL.CLARKE@kkhairemporium.com,e3ff2f061bde1924,1989-04-08
Noël Morris Grant,Nol.Grant@mail.kkhair.net,deaf8a309819e632,1989-09-20
Khadija Ramdeen,Khadija.Ramdeen@loyalty.kkhair.com,d0dc5d264df1eeee,1997-01-08
Kirsten Charles,KIRSTEN.CHARLES@kandk-hair.co,0c870cb46aeca492,1985/10
 Mikaël Williams  ,Mikal.Williams@loyalty.kkhair.com,,
Shanice Campbell,SHANICE.CAMPBELL_20@LOYALTY.KKHAIR.COM,f4218cd4ea03b5ce,1970/04/29
Kirsten Morris,KIRSTEN.MORRIS@kandk-hair.co,b13dff404b24134b,1975/05/09
Mikaël Pérez,Mikal.Prez@kkhairemporium.com,7259fe7def589696,1985/09/26
Chloë Grant,Chlo.Grant@kkhairemporium.com,,
Khadija O'Connor,Khadija.OConnor@kandk-hair.co,59e7ca0164011d9e,1982/12/20
Rohan Grant,Rohan.Grant-875@kandk-hair.co,3770f78a76157d93,1968/9/7
Jamal García St. Clair,Jamal.Clair@kkhairemporium.com,5bb24a71f227b0b7,1982/10/26
Renée Holder,Rene.Holder_470@mail.kkhair.net,6d0113129d3164f3,1973-08-01
Tia Dottin,Tia.Dottin_13@mail.kkhair.net,90e7071ceb38b96d,1962/2/15
Anaïs Alleyne,ANAS.ALLEYNE_939@mail.kkhair.net,67fff7063cff35d3,2004/02/13
Renée Ramdeen,Rene.Ramdeen@mail.kkhair.net,97a5970f83eda8dc,1999/07/19
Kareem Alleyne,Kareem.Alleyne@kandk-hair.co,4f98f1c6d2a4fca9,1968-12-06
Sofía Charles Williams,Sofa.Williams-807@kkhairemporium.com,d6921782826233%^,1962/09/16
Jermaine Johnson,JERMAINE.JOHNSON@#.kkhairemporium.com,e8076e88e07737c9,1991/04/17
Tia van der Kringle,TIA.KRINGLE@mail.kkhair.net,9c882e07c301ee02,1974/11/28
Tanesha Grant,Tanesha.Grant@mail.kkhair.net,067b70195ccb6c3f,1995/12
Tanesha St. Clair Campbell,Tanesha.Campbell@MAIL.KKHAIR.NET,433c4a0c6b8c9c%^,1984/05/24 
Andre De la Cruz,ANDRE.CRUZ@kkhairemporium.com,242701469c1cf466,1978/08/28
Tia Forde,TIA.FORDE@kandk-hair.co,2ded80747275a44c,1964/02
 Marlon Morris  ,MARLON.MORRIS.512@mail.kkhair.net,08c7e53d5cc0646a,1961/07/02
Shanice Thompson,Shanice.Thompson@MAIL.KKHAIR.NET,c714584e7531f625,1975/08/05
Kirsten De la Cruz,Kirsten.Cruz@kandk-hair.co,39844d56106d0e44,1958/06
Kofi Alleyne,Kofi.Alleyne_879@kkhairemporium.com,99a03a3fd94d5049,1987-03-06
Sofía Morris,Sofa.Morris@mail.kkhair.net,a5aad5ee5c172e80,1956/10/13
Renée  O'Connor,Rene.OConnor@loyalty.kkhair.com,8a32c0be13b55366,2001/10/20
Kofi Dottin,KOFI.DOTTIN@@mail.kkhair.net,c387ec7100f7f998,1977/08/31
Rohan Núñez,Rohan.Nez@kkhairemporium.com,1f61e3eec36a00f6,1969-01-22
Marlon Brathwaite,MARLON.BRATHWAITE@mail.kkhair.net,9da17babbe1411d3,1961/08
Jermaine O'Connor,Jermaine.OConnor.665@kandk-hair.co,aa14d6ad0fff9674,1972/03/13
Tia Johnson,TIA.JOHNSON@,f53c5267725c430a,1998-02-05
Sofía Williams Campbell,Sofa.Campbell@kkhairemporium.com,48fd0d0d8e48a5be,2004/05/09
Khadija Morris,Khadija.Morris-704@kkhairemporium.com,,
Latoya  Jean-Baptiste,Latoya.Jean-Baptiste@KKHAIREMPORIUM.COM,9d21a22101f13fb0,1956/01/23 
Chloë Campbell,Chlo.Campbell@mail.kkhair.net,3b6e91b267e7edce,1965/05/03
Khadija Alleyne,Khadija.Alleyne@loyalty.kkhair.com,28dda7527bd361e6,2002-09-19
Noël Dottin,Nol.Dottin@loyalty.kkhair.com,e5fa18b45dedeefa,1984/07/20
Renée Forde,RENE.FORDE@kkhairemporium.com,e0da80a73c144e97,1974/02/15
Rashida Jean-Baptiste,Rashida.Jean-Baptiste@mail.kkhair.net,92055a425cd1a8c9,1999/12/29
Rohan Jean-Baptiste,Rohan.Jean-Baptiste@#.mail.kkhair.net,fe78e20d5778bbf7,1993/02
Jéssica Greenidge,Jssica.Greenidge-836@MAIL.KKHAIR.NET,7ee1933df2bd9ce7,1985/10/18
Shanice Clarke,Shanice.Clarke@loyalty.kkhair.com,,
Devon Brathwaite,Devon.Brathwaite@,,
Mikaël Grant O'Connor,Mikal.OConnor@KKHAIREMPORIUM.COM,109f82474a9d0223,1982/02/23
 Jamal Dottin  ,Jamal.Dottin.725@kandk-hair.co,12cd9b563314266a,2005/05/20
 Andre Brathwaite  ,ANDRE.BRATHWAITE@,fcb1feb4be472c63,1972/07/27
Kofi Lewis,Kofi.Lewis@KANDK-HAIR.CO,0f281d6756960caf,2003/08/07
Rohan Núñez,Rohan.Nez@mail.kkhair.net,d8df83c7f241c73e,1970/02/17
José Thompson,JOS.THOMPSON@kkhairemporium.com,0aaa8cb85c7c87fe,1978/12/12
D’Andre Ramdeen,DAndre.Ramdeen.990@mail.kkhair.net,b1326d8078886f%^,1970/06/30
Noël Best,Nol.Best@kkhairemporium.com,a57a3d675d8f2112,1996/09/23
Rohan van der Kringle,Rohan.Kringle@loyalty.kkhair.com,e1820f33d329c88c,1962/05/01
Rashida Charles,Rashida.Charles_161@kkhairemporium.com,be2d9c43006f00e1,1998/09/23
Latoya O'Connor,Latoya.OConnor@mail.kkhair.net,,
Keisha Best,Keisha.Best@MAIL.KKHAIR.NET,bc57e47f55a63177,1959-10-10
 Tia van der Kringle  ,Tia.Kringle@kkhairemporium.com,c9bb9943bf7e5d90,1968/01/19
Keisha St. Clair,Keisha.Clair@mail.kkhair.net,c1ce79fdf29d74b2,1955/02
Kofi Brathwaite,Kofi.Brathwaite@loyalty.kkhair.com,204e6cc75bce6556,2000/04/21
Chloë St. Clair,CHLO.CLAIR@loyalty.kkhair.com,b309bf78dd98f67e,1960/02/10
 Marlon García  ,Marlon.Garca@kandk-hair.co,97b8ca5353bc17__,1959/01
Jamal Pérez,Jamal.Prez@mail.kkhair.net,c037aa005af60302,1981/05/27
Marlon García,MARLON.GARCA@MAIL.KKHAIR.NET,3d24764268b54181,1974/02/16
Sofía Morris,Sofa.Morris@@mail.kkhair.net,477615abf41d4739,1985/07/30
Shanice Joseph,Shanice.Joseph@kkhairemporium.com,b0c0a1d4e8acd7b1,1967/09/16
Jamal Baptiste,JAMAL.BAPTISTE@kkhairemporium.com,948cdf13cbc5ff91,1987/08/26
Tia Hernández Browne,Tia.Browne@kkhairemporium.com,0a79474430248873,1979/11/13
Kofi Ramdeen,Kofi.Ramdeen@domain_with_space.kkhairemporium.com,b4d6946f4a9954a6,1961/01/24
 Tia Núñez  ,Tia.Nez@mail.kkhair.net,1f92887030c289b4,1989/04/07
Jermaine Clarke,JERMAINE.CLARKE@loyalty.kkhair.com,4f86ed74f9166355,1983/11/4
Marlon Alleyne,MARLON.ALLEYNE@kkhairemporium.com,8e4d866609bd51cc,1990-08-16
Shanice Jean-Baptiste,Shanice.Jean-Baptiste.20@loyalty.kkhair.com,b8527f636d6caf5f,1993/05/14
Shanice Charles,SHANICE.CHARLES@ kandk-hair.co,273a909956d8f528,1956-02-23
Jermaine Browne,Jermaine.Browne_780@kandk-hair.co,f3bbe65fe033a93e,1973/06/12
Tyrone Baptiste,Tyrone.Baptiste@loyalty.kkhair.com,78e8a1480b7ef508,2002/01/11
Dwayne O'Connor,DWAYNE.OCONNOR@mail.kkhair.net,4db7ed669ce8d8cd,1977/03
Mikaël Greenidge,Mikal.Greenidge_884@kkhairemporium.com,b5d15e0cfadf1f23,1971/05
  Jéssica  Clarke    ,Jssica.Clarke@mail.kkhair.net,,
Shanice  Thompson,Shanice.Thompson@loyalty.kkhair.com,,
Sofía Joseph,Sofa.Joseph@kkhairemporium.com,befe648aa73b25f4,1971/11/06
Sofía Joseph,Sofa.Joseph@loyalty.kkhair.com,17a0edbbb6ba2144,1984/7/31
Andre Clarke,Andre.Clarke@loyalty.kkhair.com,7a05ede80c9344f4,1990/08/23 
Mikaël García,MIKAL.GARCA.980@kandk-hair.co,2f2bafa52e77cc17,1992-09-13
 Andre Browne  ,Andre.Browne.752@kandk-hair.co,99e3dedc78407925,1991/04/25
Tanesha Singh,Tanesha.Singh@loyalty.kkhair.com,c8ccd23544748cf4,1959/09
Sade Ramdeen,Sade.Ramdeen@mail.kkhair.net,fd8886d75e1bd38d,1977/07/18
D’Andre Brathwaite,DANDRE.BRATHWAITE@LOYALTY.KKHAIR.COM,1846630c12f11b44,2002/6/8
 Mikaël Joseph  ,MIKAL.JOSEPH-491@LOYALTY.KKHAIR.COM,6e39e7419724e972,1993/02/15
Mikaël Morris,Mikal.Morris@kandk-hair.co,ae22522ce657b6%^,1979/06/17
Chloë Núñez,Chlo.Nez_312kkhairemporium.com,769cb77d670afb96,1959-10-01
Noël Thompson,Nol.Thompson@mail.kkhair.net,77021bb2c672f6c9,1957/07/04
Kirsten Williams,Kirsten.Williams@kandk-hair.co,02e1164fc50beeff,1962/8/5
Tyrone Morris,Tyrone.Morris@,343ff8e9fe7ba967,2006/12/01
Kirsten Ramdeen,Kirsten.Ramdeen.79@kandk-hair.co,aa5d5148f8f3355c,1972/9/2
Kareem García,Kareem.Garca@mail.kkhair.net,fb14e51816cbebd5,1978/01
Dwayne Williams,Dwayne.Williams@kandk-hair.co,3647bea69232af16,1988/02/22
D’Andre Alleyne,DANDRE.ALLEYNE@loyalty.kkhair.com,,
Tanesha Johnson,TANESHA.JOHNSON@kkhairemporium.com,339583939026bc63,1970/02/09
Tia Holder,TIA.HOLDER_963@kkhairemporium.com,361a463bc5795804,1977/08/03
Kofi Núñez,Kofi.Nez@mail.kkhair.net,910761b20f49e4b8,1986/1/27
Chloë Best,CHLO.BEST@loyalty.kkhair.com,6a79e1b0f0ffb099,1990/11
José Morris,JOS.MORRIS-214@loyalty.kkhair.com,d7cb0a082f7f4478,1998/09/05
Zoë De la Cruz,Zo.Cruz@kkhairemporium.com,c571da8007307d9b,1958/05/11
Devon Singh,Devon.Singh@#.kandk-hair.co,109c02093637abae,1966-12-12
Rohan Joseph,Rohan.Joseph@kkhairemporium.com,2e7830fc9173bfaa,2006-01-09
Marlon Joseph,Marlon.Joseph_757@MAIL.KKHAIR.NET,891edee54311e4__,1982/11/04
Tyrone Dottin,Tyrone.Dottin-577@MAIL.KKHAIR.NET,ae19970e749cdf81,1960/2/13
Jéssica Grant,Jssica.Grant@MAIL.KKHAIR.NET,87e864bcf90a6c4a,1968/11
